Date,Explained Variance XGBoost,Explained Variance LSTM,Explained Variance NN,Explained Variance Ensemble
2024-01-01,0.9148363806566661,0.9724348657298908,0.8838014443884092,0.9060258552776871
2024-02-01,0.9736433009276303,0.9595689289049074,0.920529055800732,0.9710073694315796
2024-03-01,0.9759937306130233,0.6153758950414037,0.8972045655678353,0.9665634134785861
