Country,Sex,Age Group,MSE Ensemble,RMSE Ensemble,MAE Ensemble,MDAE Ensemble,MAPE Ensemble,MSE XGBoost,RMSE XGBoost,MAE XGBoost,MDAE XGBoost,MAPE XGBoost,MSE LSTM,RMSE LSTM,MAE LSTM,MDAE LSTM,MAPE LSTM,MSE NN,RMSE NN,MAE NN,MDAE NN,MAPE NN
Palestine,male,minor,625.0,25.0,25.0,25.0,2.0,25.0,5.0,5.0,5.0,0.0,625.0,25.0,25.0,25.0,2.0,144.0,12.0,12.0,12.0,1.0
Sierra Leone,female,adult,361.0,19.0,19.0,19.0,1.0,25.0,5.0,5.0,5.0,0.0,484.0,22.0,22.0,22.0,1.0,361.0,19.0,19.0,19.0,1.0
Sierra Leone,female,minor,49.0,7.0,7.0,7.0,1.0,9.0,3.0,3.0,3.0,0.0,16.0,4.0,4.0,4.0,0.0,49.0,7.0,7.0,7.0,1.0
Sierra Leone,male,adult,49.0,7.0,7.0,7.0,0.0,49.0,7.0,7.0,7.0,0.0,441.0,21.0,21.0,21.0,0.0,484.0,22.0,22.0,22.0,0.0
Sierra Leone,male,minor,121.0,11.0,11.0,11.0,1.0,1.0,1.0,1.0,1.0,0.0,169.0,13.0,13.0,13.0,1.0,121.0,11.0,11.0,11.0,1.0
Somalia,female,adult,81.0,9.0,9.0,9.0,2.0,1.0,1.0,1.0,1.0,0.0,36.0,6.0,6.0,6.0,1.0,81.0,9.0,9.0,9.0,2.0
Somalia,female,minor,324.0,18.0,18.0,18.0,17999999.0,64.0,8.0,8.0,8.0,7999999.0,196.0,14.0,14.0,14.0,13999999.0,324.0,18.0,18.0,18.0,17999999.0
Somalia,male,adult,36.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,2.0,2.0,2.0,0.0,36.0,6.0,6.0,6.0,1.0
Somalia,male,minor,9.0,3.0,3.0,3.0,0.0,16.0,4.0,4.0,4.0,0.0,9.0,3.0,3.0,3.0,0.0,81.0,9.0,9.0,9.0,0.0
Syria,female,adult,400.0,20.0,20.0,20.0,0.0,4.0,2.0,2.0,2.0,0.0,400.0,20.0,20.0,20.0,0.0,1296.0,36.0,36.0,36.0,0.0
Syria,female,minor,361.0,19.0,19.0,19.0,0.0,16.0,4.0,4.0,4.0,0.0,361.0,19.0,19.0,19.0,0.0,1600.0,40.0,40.0,40.0,0.0
Syria,male,adult,3025.0,55.0,55.0,55.0,0.0,3025.0,55.0,55.0,55.0,0.0,21904.0,148.0,148.0,148.0,0.0,10816.0,104.0,104.0,104.0,0.0
Syria,male,minor,2601.0,51.0,51.0,51.0,0.0,2601.0,51.0,51.0,51.0,0.0,4356.0,66.0,66.0,66.0,0.0,10816.0,104.0,104.0,104.0,0.0
Türkiye,female,adult,625.0,25.0,25.0,25.0,1.0,81.0,9.0,9.0,9.0,0.0,625.0,25.0,25.0,25.0,1.0,441.0,21.0,21.0,21.0,0.0
Türkiye,female,minor,256.0,16.0,16.0,16.0,0.0,256.0,16.0,16.0,16.0,0.0,676.0,26.0,26.0,26.0,1.0,441.0,21.0,21.0,21.0,1.0
Türkiye,male,adult,1764.0,42.0,42.0,42.0,0.0,81.0,9.0,9.0,9.0,0.0,1764.0,42.0,42.0,42.0,0.0,3025.0,55.0,55.0,55.0,0.0
Türkiye,male,minor,400.0,20.0,20.0,20.0,1.0,9.0,3.0,3.0,3.0,0.0,400.0,20.0,20.0,20.0,1.0,225.0,15.0,15.0,15.0,0.0
Yemen,female,adult,1.0,1.0,1.0,1.0,0.0,9.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
Yemen,female,minor,36.0,6.0,6.0,6.0,1.0,25.0,5.0,5.0,5.0,1.0,16.0,4.0,4.0,4.0,0.0,36.0,6.0,6.0,6.0,1.0
Yemen,male,adult,1024.0,32.0,32.0,32.0,1.0,625.0,25.0,25.0,25.0,0.0,1024.0,32.0,32.0,32.0,1.0,121.0,11.0,11.0,11.0,0.0
Yemen,male,minor,16.0,4.0,4.0,4.0,0.0,9.0,3.0,3.0,3.0,0.0,16.0,4.0,4.0,4.0,0.0,16.0,4.0,4.0,4.0,0.0
