"year","type_of_violence","conflict_name","side_a","side_b","source_date","country","event_clarity","deaths_civilians","date_start","date_end"
2023,1,"Afghanistan: Government","Government of Afghanistan","NRF","2023-09-05;2023-09-05;2023-09-04;2023-09-05;2023-09-04","Afghanistan",1,0,2023-09-04,2023-09-04
2023,1,"Afghanistan: Government","Government of Afghanistan","NRF","2023-09-09;2023-09-08","Afghanistan",1,0,2023-09-08,2023-09-08
2023,1,"Afghanistan: Government","Government of Afghanistan","NRF","43725","Afghanistan",1,0,2023-09-17,2023-09-17
2023,1,"Afghanistan: Government","Government of Afghanistan","NRF","2023-10-29;2023-10-29;2023-10-29;2023-10-29","Afghanistan",1,0,2023-10-28,2023-10-28
2023,1,"Afghanistan: Government","Government of Afghanistan","NRF","2023-11-01;2023-11-01;2023-11-01;2023-11-01;2023-11-02;2023-11-05","Afghanistan",1,0,2023-10-31,2023-10-31
2023,1,"Afghanistan: Government","Government of Afghanistan","NRF","2023-11-26;2023-11-25","Afghanistan",1,0,2023-11-25,2023-11-25
2023,1,"Afghanistan: Government","Government of Afghanistan","NRF","2023-11-26;2023-11-25","Afghanistan",1,0,2023-11-25,2023-11-25
2023,1,"Afghanistan: Government","Government of Afghanistan","NRF","2023-12-17;2023-12-16","Afghanistan",1,0,2023-12-16,2023-12-17
2023,1,"Afghanistan: Government","Government of Afghanistan","NRF","2023-12-16;2023-12-17","Afghanistan",1,0,2023-12-16,2023-12-16
2023,1,"Afghanistan: Government","Government of Afghanistan","NRF","2023-12-31;2024-01-01","Afghanistan",1,0,2023-12-30,2023-12-30
2023,1,"Afghanistan: Government","Government of Afghanistan","AFF","2023-01-18;2023-01-18","Afghanistan",1,0,2023-01-18,2023-01-18
2023,1,"Afghanistan: Government","Government of Afghanistan","AFF","2023-01-24;2023-01-27","Afghanistan",1,0,2023-01-24,2023-01-24
2023,1,"Afghanistan: Government","Government of Afghanistan","AFF","2023-01-24;2023-01-27","Afghanistan",1,0,2023-01-27,2023-01-27
2023,1,"Afghanistan: Government","Government of Afghanistan","AFF","43511","Afghanistan",1,0,2023-02-16,2023-02-16
2023,1,"Afghanistan: Government","Government of Afghanistan","AFF","2023-03-10;2023-03-11;2023-03-10","Afghanistan",1,0,2023-03-10,2023-03-10
2023,1,"Afghanistan: Government","Government of Afghanistan","AFF","2023-04-12;2023-04-11;2023-04-11;2023-04-16;2023-04-11;2023-04-15;2023-04-11;2023-04-12;2023-04-16;2023-04-12;2023-04-11;2023-06-20","Afghanistan",1,0,2023-04-10,2023-04-10
2023,1,"Afghanistan: Government","Government of Afghanistan","AFF","2023-05-01;2023-04-30;2023-05-01","Afghanistan",1,0,2023-04-30,2023-04-30
2023,1,"Afghanistan: Government","Government of Afghanistan","AFF","2023-06-05;2023-06-05","Afghanistan",1,0,2023-06-04,2023-06-04
2023,1,"Afghanistan: Government","Government of Afghanistan","AFF","43651","Afghanistan",1,0,2023-07-04,2023-07-04
2023,1,"Afghanistan: Government","Government of Afghanistan","AFF","2023-08-09;2023-08-09","Afghanistan",1,0,2023-08-09,2023-08-09
2023,1,"Afghanistan: Government","Government of Afghanistan","AFF","2023-08-12;2023-08-11;2023-08-11","Afghanistan",1,0,2023-08-11,2023-08-11
2023,1,"Afghanistan: Government","Government of Afghanistan","AFF","2023-08-16;2023-08-16;2023-08-17;2023-08-17","Afghanistan",1,0,2023-08-16,2023-08-16
2023,1,"Afghanistan: Government","Government of Afghanistan","AFF","2023-10-21;2023-10-23;2023-10-21","Afghanistan",1,0,2023-10-20,2023-10-20
2023,1,"Afghanistan: Government","Government of Afghanistan","AFF","2023-10-20;2023-10-20;2023-10-20","Afghanistan",1,0,2023-10-20,2023-10-20
2023,1,"Afghanistan: Government","Government of Afghanistan","AFF","2023-10-23;2023-10-23","Afghanistan",1,0,2023-10-22,2023-10-22
2023,1,"Afghanistan: Government","Government of Afghanistan","AFF","2023-11-02;2023-11-02","Afghanistan",1,0,2023-11-02,2023-11-02
