MSE Ensemble,RMSE Ensemble,MAE Ensemble,MDAE Ensemble,MAPE Ensemble,MSE XGBoost,RMSE XGBoost,MAE XGBoost,MDAE XGBoost,MAPE XGBoost,MSE LSTM,RMSE LSTM,MAE LSTM,MDAE LSTM,MAPE LSTM,MSE NN,RMSE NN,MAE NN,MDAE NN,MAPE NN
39073.0,1059.0,1059.0,1059.0,63000012.0,23593.0,701.0,701.0,701.0,51000008.0,379383.0,2205.0,2205.0,2205.0,105000007.0,172651.0,1509.0,1509.0,1509.0,63000011.0
