MSE Ensemble,RMSE Ensemble,MAE Ensemble,MDAE Ensemble,MAPE Ensemble,MSE XGBoost,RMSE XGBoost,MAE XGBoost,MDAE XGBoost,MAPE XGBoost,MSE LSTM,RMSE LSTM,MAE LSTM,MDAE LSTM,MAPE LSTM,MSE NN,RMSE NN,MAE NN,MDAE NN,MAPE NN
818933.0,1863.0,1863.0,1863.0,28000005.0,758784.0,1556.0,1556.0,1556.0,7000003.0,256133.0,1519.0,1519.0,1519.0,30000007.0,987641.0,2113.0,2113.0,2113.0,28000004.0
