country,year_month,Conflict,Economic,Governance,Political,Social,push_factor_index
Afghanistan,2010-05-01,128,0,1,19,17,165
Afghanistan,2010-05-01,197,0,-8,24,39,252
Afghanistan,2010-05-01,303,0,0,16,31,350
Afghanistan,2010-05-01,159,2,1,52,39,253
Afghanistan,2010-05-01,153,0,-2,28,8,187
Afghanistan,2010-05-01,27,0,0,6,1,34
Afghanistan,2010-05-01,7,0,0,6,1,14
Afghanistan,2010-05-01,34,0,1,12,0,47
Afghanistan,2010-05-01,59,0,0,9,0,68
Afghanistan,2010-05-01,74,0,0,21,10,105
Afghanistan,2010-05-01,147,0,1,49,8,205
Afghanistan,2010-05-01,158,0,0,24,31,213
Afghanistan,2010-05-01,27,0,0,1,8,36
Afghanistan,2010-05-01,39,0,0,5,0,44
Afghanistan,2010-05-01,48,4,2,16,0,70
Afghanistan,2010-05-01,74,2,0,18,2,96
Afghanistan,2010-05-01,95,0,0,29,5,129
Afghanistan,2010-05-01,67,2,-5,9,17,90
Afghanistan,2010-05-01,112,0,1,12,16,141
Afghanistan,2010-05-01,20,0,0,-3,2,19
Afghanistan,2010-05-01,53,0,0,12,7,72
Afghanistan,2010-05-01,110,0,0,15,0,125
Afghanistan,2010-05-01,213,2,0,54,11,280
Afghanistan,2010-05-01,39,0,0,1,1,41
Afghanistan,2010-05-01,150,2,0,6,17,175
Afghanistan,2010-05-01,164,0,1,11,24,200
Afghanistan,2010-05-01,129,0,4,9,9,151
Afghanistan,2010-05-01,91,2,0,9,2,104
Afghanistan,2010-05-01,193,2,0,21,11,227
Afghanistan,2010-05-01,94,0,0,41,16,151
Afghanistan,2010-05-01,54,0,1,6,2,63
Albania,2010-05-01,2,0,0,3,8,13
Albania,2010-05-01,0,0,0,18,0,18
Albania,2010-05-01,5,0,0,3,0,8
Albania,2010-05-01,2,0,-2,0,0,0
Albania,2010-05-01,2,0,-1,0,0,1
Albania,2010-05-01,0,0,0,0,4,4
Albania,2010-05-01,0,0,-4,0,2,-2
Albania,2010-05-01,51,0,-2,12,1,62
Albania,2010-05-01,26,0,0,6,0,32
Albania,2010-05-01,56,0,0,6,0,62
Albania,2010-05-01,8,0,1,0,3,12
Albania,2010-05-01,3,0,0,0,0,3
Albania,2010-05-01,0,0,0,0,0,0
Albania,2010-05-01,7,0,0,0,0,7
Albania,2010-05-01,4,0,-6,6,5,9
Albania,2010-05-01,29,0,1,9,2,41
Albania,2010-05-01,12,0,0,4,4,20
Albania,2010-05-01,1,0,0,0,2,3
Albania,2010-05-01,5,0,0,3,0,8
Albania,2010-05-01,5,0,0,6,0,11
Albania,2010-05-01,5,0,1,0,0,6
Albania,2010-05-01,3,0,0,0,0,3
Albania,2010-05-01,0,0,0,0,0,0
Albania,2010-05-01,0,0,0,0,0,0
Albania,2010-05-01,32,0,0,3,17,52
Albania,2010-05-01,0,0,0,0,0,0
Algeria,2010-05-01,18,0,0,6,0,24
Algeria,2010-05-01,17,0,0,0,0,17
Algeria,2010-05-01,4,0,1,21,0,26
Algeria,2010-05-01,2,0,-1,0,0,1
Algeria,2010-05-01,0,0,0,0,0,0
Algeria,2010-05-01,0,0,0,0,0,0
Algeria,2010-05-01,0,0,0,0,0,0
Algeria,2010-05-01,0,0,0,0,0,0
Algeria,2010-05-01,0,0,0,1,0,1
Algeria,2010-05-01,-1,0,0,1,0,0
Algeria,2010-05-01,4,0,0,0,0,4
Algeria,2010-05-01,0,0,0,9,0,9
Algeria,2010-05-01,0,0,0,-6,0,-6
Algeria,2010-05-01,1,0,0,16,0,17
Algeria,2010-05-01,0,0,0,0,0,0
Algeria,2010-05-01,0,0,0,-4,0,-4
Algeria,2010-05-01,0,0,0,7,0,7
Algeria,2010-05-01,1,0,0,12,0,13
Algeria,2010-05-01,1,0,0,9,0,10
Algeria,2010-05-01,2,0,0,0,0,2
Algeria,2010-05-01,5,0,0,0,1,6
Algeria,2010-05-01,0,0,0,0,1,1
Algeria,2010-05-01,5,0,0,-1,0,4
Algeria,2010-05-01,0,0,0,0,0,0
Algeria,2010-05-01,0,0,0,9,0,9
Algeria,2010-05-01,2,0,0,1,0,3
Algeria,2010-05-01,4,0,0,0,0,4
Algeria,2010-05-01,1,0,0,0,0,1
Algeria,2010-05-01,0,0,0,3,0,3
Algeria,2010-05-01,3,0,0,0,0,3
Algeria,2010-05-01,32,0,0,0,2,34
Bangladesh,2010-05-01,11,0,-3,2,0,10
Bangladesh,2010-05-01,18,0,0,4,0,22
Bangladesh,2010-05-01,28,0,-2,0,5,31
Bangladesh,2010-05-01,1,0,0,3,1,5
Bangladesh,2010-05-01,5,4,-4,21,1,27
Bangladesh,2010-05-01,0,0,0,-3,0,-3
Bangladesh,2010-05-01,3,0,0,0,0,3
Bangladesh,2010-05-01,0,0,0,0,0,0
Bangladesh,2010-05-01,-1,0,0,0,0,-1
Bangladesh,2010-05-01,4,0,0,12,0,16
Bangladesh,2010-05-01,6,0,0,1,0,7
Bangladesh,2010-05-01,3,0,0,0,0,3
Bangladesh,2010-05-01,4,0,0,0,0,4
Bangladesh,2010-05-01,0,0,0,0,0,0
Bangladesh,2010-05-01,2,0,0,-1,0,1
Bangladesh,2010-05-01,26,0,0,3,0,29
Bangladesh,2010-05-01,6,0,0,-1,0,5
Bangladesh,2010-05-01,-2,0,0,0,0,-2
Bangladesh,2010-05-01,3,0,0,3,0,6
Bangladesh,2010-05-01,6,0,0,0,0,6
Bangladesh,2010-05-01,2,0,0,0,0,2
Bangladesh,2010-05-01,3,0,0,0,0,3
Bangladesh,2010-05-01,2,0,0,0,1,3
Bangladesh,2010-05-01,1,0,0,2,0,3
Bangladesh,2010-05-01,2,0,0,-4,0,-2
Bangladesh,2010-05-01,2,0,0,-2,2,2
Bangladesh,2010-05-01,6,0,0,15,5,26
Bangladesh,2010-05-01,3,0,0,7,0,10
Bangladesh,2010-05-01,19,0,2,22,0,43
Bangladesh,2010-05-01,10,0,3,25,9,47
Bangladesh,2010-05-01,0,0,0,0,0,0
Cameroon,2010-05-01,3,0,0,0,0,3
Cameroon,2010-05-01,3,0,0,6,0,9
Cameroon,2010-05-01,0,0,0,0,0,0
Cameroon,2010-05-01,0,0,0,0,0,0
Cameroon,2010-05-01,0,0,0,0,0,0
Cameroon,2010-05-01,0,0,0,0,0,0
Cameroon,2010-05-01,2,0,0,0,0,2
Cameroon,2010-05-01,5,0,0,1,0,6
Cameroon,2010-05-01,0,0,0,0,0,0
Cameroon,2010-05-01,0,0,0,4,0,4
Cameroon,2010-05-01,0,0,0,6,0,6
Cameroon,2010-05-01,2,0,0,0,0,2
Cameroon,2010-05-01,2,0,0,3,0,5
Cameroon,2010-05-01,3,0,0,0,0,3
Cameroon,2010-05-01,0,0,0,0,0,0
Cameroon,2010-05-01,0,0,0,0,0,0
Cameroon,2010-05-01,0,0,0,0,0,0
China,2010-05-01,44,2,0,10,12,68
China,2010-05-01,92,0,-2,13,7,110
China,2010-05-01,55,2,-4,47,25,125
China,2010-05-01,32,0,0,47,7,86
China,2010-05-01,67,0,-2,39,22,126
China,2010-05-01,13,0,0,5,0,18
China,2010-05-01,12,0,0,15,0,27
China,2010-05-01,5,0,0,12,0,17
China,2010-05-01,-4,0,0,3,2,1
China,2010-05-01,12,0,1,-1,3,15
China,2010-05-01,43,0,-1,5,8,55
China,2010-05-01,58,4,0,4,20,86
China,2010-05-01,23,0,0,15,4,42
China,2010-05-01,37,0,0,14,3,54
China,2010-05-01,44,2,0,70,2,118
China,2010-05-01,8,0,0,21,1,30
China,2010-05-01,43,0,1,21,5,70
China,2010-05-01,50,0,0,32,8,90
China,2010-05-01,77,2,-1,27,3,108
China,2010-05-01,40,0,0,2,2,44
China,2010-05-01,14,0,-1,12,9,34
China,2010-05-01,51,2,3,24,4,84
China,2010-05-01,26,0,2,20,2,50
China,2010-05-01,5,0,1,17,2,25
China,2010-05-01,25,0,0,11,12,48
China,2010-05-01,82,0,0,15,5,102
China,2010-05-01,13,0,0,-1,4,16
China,2010-05-01,30,2,0,23,6,61
China,2010-05-01,69,0,0,-6,2,65
China,2010-05-01,70,0,0,16,0,86
China,2010-05-01,-8,0,0,6,4,2
Egypt,2010-05-01,54,0,0,10,4,68
Egypt,2010-05-01,56,0,0,4,6,66
Egypt,2010-05-01,29,0,-1,18,6,52
Egypt,2010-05-01,19,0,1,21,0,41
Egypt,2010-05-01,13,0,0,27,0,40
Egypt,2010-05-01,6,0,0,0,0,6
Egypt,2010-05-01,9,0,0,2,18,29
Egypt,2010-05-01,10,0,0,3,4,17
Egypt,2010-05-01,8,0,0,12,0,20
Egypt,2010-05-01,22,0,0,15,0,37
Egypt,2010-05-01,19,0,0,-2,0,17
Egypt,2010-05-01,12,0,0,-5,5,12
Egypt,2010-05-01,9,0,0,15,14,38
Egypt,2010-05-01,21,0,1,21,0,43
Egypt,2010-05-01,22,0,0,3,0,25
Egypt,2010-05-01,17,0,0,0,0,17
Egypt,2010-05-01,21,0,0,18,2,41
Egypt,2010-05-01,30,0,0,0,0,30
Egypt,2010-05-01,12,0,0,8,6,26
Egypt,2010-05-01,14,0,0,4,5,23
Egypt,2010-05-01,6,0,0,9,5,20
Egypt,2010-05-01,19,0,0,3,1,23
Egypt,2010-05-01,17,0,1,9,0,27
Egypt,2010-05-01,6,0,0,3,0,9
Egypt,2010-05-01,11,0,0,-5,1,7
Egypt,2010-05-01,17,2,-3,3,2,21
Egypt,2010-05-01,11,0,0,6,0,17
Egypt,2010-05-01,15,0,0,0,0,15
Egypt,2010-05-01,37,0,0,3,6,46
Egypt,2010-05-01,35,0,0,-2,3,36
Egypt,2010-05-01,62,0,-6,3,0,59
Eritrea,2010-05-01,0,0,0,3,0,3
Eritrea,2010-05-01,1,0,0,12,0,13
Eritrea,2010-05-01,0,0,0,22,2,24
Eritrea,2010-05-01,0,0,0,6,0,6
Eritrea,2010-05-01,4,0,0,15,0,19
Eritrea,2010-05-01,0,0,0,0,0,0
Eritrea,2010-05-01,-2,0,0,0,0,-2
Eritrea,2010-05-01,1,0,0,6,0,7
Eritrea,2010-05-01,0,8,0,0,0,8
Eritrea,2010-05-01,3,8,0,0,0,11
Eritrea,2010-05-01,0,0,0,0,0,0
Eritrea,2010-05-01,0,0,0,-8,0,-8
Eritrea,2010-05-01,6,0,0,0,0,6
Eritrea,2010-05-01,0,0,0,0,0,0
Eritrea,2010-05-01,-3,0,0,0,0,-3
Eritrea,2010-05-01,0,0,0,3,0,3
Eritrea,2010-05-01,0,0,0,0,0,0
Eritrea,2010-05-01,3,0,0,0,0,3
Eritrea,2010-05-01,20,0,0,3,2,25
Eritrea,2010-05-01,12,0,0,0,0,12
Eritrea,2010-05-01,0,0,0,0,0,0
Eritrea,2010-05-01,0,0,0,0,0,0
Eritrea,2010-05-01,3,0,0,0,0,3
Eritrea,2010-05-01,0,0,0,6,0,6
Eritrea,2010-05-01,0,0,0,0,0,0
Eritrea,2010-05-01,0,0,0,0,0,0
Eritrea,2010-05-01,1,0,0,0,0,1
Georgia,2010-05-01,13,0,0,4,1,18
Georgia,2010-05-01,6,0,0,3,0,9
Georgia,2010-05-01,23,0,3,17,3,46
Georgia,2010-05-01,10,2,0,0,0,12
Georgia,2010-05-01,1,0,0,13,2,16
Georgia,2010-05-01,0,0,0,0,0,0
Georgia,2010-05-01,7,0,0,6,0,13
Georgia,2010-05-01,3,0,0,0,0,3
Georgia,2010-05-01,3,0,0,0,1,4
Georgia,2010-05-01,2,0,0,0,0,2
Georgia,2010-05-01,1,0,0,6,1,8
Georgia,2010-05-01,8,4,0,9,3,24
Georgia,2010-05-01,14,0,1,-1,0,14
Georgia,2010-05-01,3,0,-4,-2,0,-3
Georgia,2010-05-01,1,0,0,-2,0,-1
Georgia,2010-05-01,0,0,0,0,0,0
Georgia,2010-05-01,3,0,0,0,0,3
Georgia,2010-05-01,6,0,0,9,0,15
Georgia,2010-05-01,6,0,0,4,4,14
Georgia,2010-05-01,0,0,0,0,0,0
Georgia,2010-05-01,5,0,0,3,2,10
Georgia,2010-05-01,34,0,0,4,1,39
Georgia,2010-05-01,2,0,0,0,0,2
Georgia,2010-05-01,0,0,0,1,0,1
Georgia,2010-05-01,-1,0,0,-1,0,-2
Georgia,2010-05-01,21,0,0,7,2,30
Georgia,2010-05-01,2,0,0,3,0,5
Georgia,2010-05-01,10,0,0,6,0,16
Georgia,2010-05-01,16,0,0,6,1,23
Georgia,2010-05-01,9,0,0,7,0,16
Georgia,2010-05-01,3,0,0,0,0,3
India,2010-05-01,48,0,-1,1,4,52
India,2010-05-01,55,0,1,7,5,68
India,2010-05-01,60,0,-4,15,3,74
India,2010-05-01,15,0,-2,2,1,16
India,2010-05-01,51,0,0,9,2,62
India,2010-05-01,2,0,-1,0,0,1
India,2010-05-01,28,2,0,0,1,31
India,2010-05-01,4,0,0,0,0,4
India,2010-05-01,23,0,0,12,0,35
India,2010-05-01,25,0,0,3,0,28
India,2010-05-01,13,0,0,-4,1,10
India,2010-05-01,4,0,0,6,2,12
India,2010-05-01,17,0,0,3,3,23
India,2010-05-01,23,0,0,10,3,36
India,2010-05-01,25,0,0,3,2,30
India,2010-05-01,28,2,-1,9,0,38
India,2010-05-01,51,0,-1,0,3,53
India,2010-05-01,41,0,-4,16,2,55
India,2010-05-01,6,0,0,-2,0,4
India,2010-05-01,21,0,-2,-4,1,16
India,2010-05-01,47,0,-1,13,1,60
India,2010-05-01,52,0,0,5,2,59
India,2010-05-01,6,0,-5,9,2,12
India,2010-05-01,15,0,-12,13,7,23
India,2010-05-01,36,0,0,3,0,39
India,2010-05-01,27,0,-1,13,2,41
India,2010-05-01,29,0,-2,-2,5,30
India,2010-05-01,45,0,0,4,5,54
India,2010-05-01,13,0,-3,1,0,11
India,2010-05-01,4,0,-4,6,6,12
Iran,2010-05-01,71,0,2,45,9,127
Iran,2010-05-01,75,2,1,34,8,120
Iran,2010-05-01,158,2,-2,45,11,214
Iran,2010-05-01,79,0,-3,36,14,126
Iran,2010-05-01,95,6,4,21,17,143
Iran,2010-05-01,7,0,0,1,0,8
Iran,2010-05-01,19,0,0,4,0,23
Iran,2010-05-01,27,0,0,21,0,48
Iran,2010-05-01,14,0,0,7,0,21
Iran,2010-05-01,54,4,0,22,0,80
Iran,2010-05-01,12,0,0,22,0,34
Iran,2010-05-01,37,0,0,15,5,57
Iran,2010-05-01,17,0,0,10,11,38
Iran,2010-05-01,16,0,0,16,0,32
Iran,2010-05-01,20,0,0,20,5,45
Iran,2010-05-01,3,0,0,9,4,16
Iran,2010-05-01,21,0,0,10,3,34
Iran,2010-05-01,19,0,-2,47,9,73
Iran,2010-05-01,126,0,0,81,22,229
Iran,2010-05-01,27,0,0,14,16,57
Iran,2010-05-01,10,2,0,14,6,32
Iran,2010-05-01,44,0,0,19,5,68
Iran,2010-05-01,52,0,0,-11,2,43
Iran,2010-05-01,11,0,0,6,0,17
Iran,2010-05-01,60,0,-2,15,3,76
Iran,2010-05-01,22,0,0,8,4,34
Iran,2010-05-01,12,0,0,-5,2,9
Iran,2010-05-01,23,0,-1,-4,2,20
Iran,2010-05-01,34,0,0,9,5,48
Iran,2010-05-01,31,0,0,1,1,33
Iran,2010-05-01,24,0,0,2,1,27
Iraq,2010-05-01,62,0,1,12,33,108
Iraq,2010-05-01,68,0,0,22,32,122
Iraq,2010-05-01,121,4,1,23,8,157
Iraq,2010-05-01,25,2,2,22,3,54
Iraq,2010-05-01,76,0,0,19,9,104
Iraq,2010-05-01,4,0,0,4,2,10
Iraq,2010-05-01,17,0,0,6,7,30
Iraq,2010-05-01,36,0,0,0,0,36
Iraq,2010-05-01,26,0,0,3,2,31
Iraq,2010-05-01,17,0,0,6,3,26
Iraq,2010-05-01,14,0,0,12,10,36
Iraq,2010-05-01,14,0,0,15,8,37
Iraq,2010-05-01,16,0,0,3,2,21
Iraq,2010-05-01,18,0,0,0,2,20
Iraq,2010-05-01,38,2,1,-3,2,40
Iraq,2010-05-01,11,0,0,1,0,12
Iraq,2010-05-01,21,0,0,3,4,28
Iraq,2010-05-01,17,0,0,11,3,31
Iraq,2010-05-01,44,0,0,49,0,93
Iraq,2010-05-01,87,0,0,0,3,90
Iraq,2010-05-01,50,0,0,9,0,59
Iraq,2010-05-01,111,0,2,40,2,155
Iraq,2010-05-01,34,0,0,37,4,75
Iraq,2010-05-01,35,0,0,16,6,57
Iraq,2010-05-01,104,0,0,23,10,137
Iraq,2010-05-01,107,0,0,-1,12,118
Iraq,2010-05-01,58,0,0,15,0,73
Iraq,2010-05-01,43,0,0,5,2,50
Iraq,2010-05-01,92,0,0,50,3,145
Iraq,2010-05-01,77,0,0,14,3,94
Iraq,2010-05-01,32,2,2,0,0,36
Morocco,2010-05-01,16,0,0,1,0,17
Morocco,2010-05-01,0,0,0,0,0,0
Morocco,2010-05-01,-5,0,0,1,2,-2
Morocco,2010-05-01,-1,0,0,0,1,0
Morocco,2010-05-01,6,0,0,0,0,6
Morocco,2010-05-01,0,0,0,0,0,0
Morocco,2010-05-01,0,0,0,3,0,3
Morocco,2010-05-01,0,0,0,0,0,0
Morocco,2010-05-01,-3,0,0,0,0,-3
Morocco,2010-05-01,0,0,0,0,0,0
Morocco,2010-05-01,16,0,0,6,0,22
Morocco,2010-05-01,1,0,0,0,0,1
Morocco,2010-05-01,0,0,0,0,0,0
Morocco,2010-05-01,0,0,0,0,0,0
Morocco,2010-05-01,3,0,0,3,0,6
Morocco,2010-05-01,11,0,0,12,0,23
Morocco,2010-05-01,14,0,0,3,0,17
Morocco,2010-05-01,2,0,0,15,0,17
Morocco,2010-05-01,0,0,0,6,0,6
Morocco,2010-05-01,2,0,0,9,0,11
Morocco,2010-05-01,0,0,0,3,0,3
Morocco,2010-05-01,0,0,0,0,0,0
Morocco,2010-05-01,0,0,0,0,0,0
Morocco,2010-05-01,3,0,0,3,1,7
Morocco,2010-05-01,0,0,0,9,1,10
Morocco,2010-05-01,2,0,0,0,0,2
Morocco,2010-05-01,8,0,-2,6,0,12
Morocco,2010-05-01,9,0,0,0,0,9
Morocco,2010-05-01,3,0,0,0,0,3
Morocco,2010-05-01,0,0,0,3,0,3
Nigeria,2010-05-01,10,0,0,10,1,21
Nigeria,2010-05-01,4,0,0,15,0,19
Nigeria,2010-05-01,29,0,0,40,4,73
Nigeria,2010-05-01,16,0,0,22,0,38
Nigeria,2010-05-01,34,0,-1,19,1,53
Nigeria,2010-05-01,3,0,0,0,0,3
Nigeria,2010-05-01,0,0,0,0,-2,-2
Nigeria,2010-05-01,0,0,0,0,0,0
Nigeria,2010-05-01,0,0,0,3,0,3
Nigeria,2010-05-01,8,0,-3,6,0,11
Nigeria,2010-05-01,7,0,0,4,2,13
Nigeria,2010-05-01,6,0,0,0,0,6
Nigeria,2010-05-01,4,0,0,-4,0,0
Nigeria,2010-05-01,6,0,0,6,0,12
Nigeria,2010-05-01,2,0,0,-2,0,0
Nigeria,2010-05-01,7,0,0,9,2,18
Nigeria,2010-05-01,2,0,1,3,0,6
Nigeria,2010-05-01,1,0,0,0,3,4
Nigeria,2010-05-01,9,0,0,2,1,12
Nigeria,2010-05-01,3,0,0,-2,0,1
Nigeria,2010-05-01,6,0,1,3,2,12
Nigeria,2010-05-01,6,0,0,-2,0,4
Nigeria,2010-05-01,17,0,-1,9,0,25
Nigeria,2010-05-01,0,0,0,0,0,0
Nigeria,2010-05-01,6,0,0,15,2,23
Nigeria,2010-05-01,5,2,0,3,0,10
Nigeria,2010-05-01,2,0,0,0,0,2
Nigeria,2010-05-01,1,0,0,1,0,2
Nigeria,2010-05-01,0,0,0,-2,1,-1
Nigeria,2010-05-01,1,0,0,1,1,3
Nigeria,2010-05-01,0,0,0,6,0,6
Pakistan,2010-05-01,45,0,-1,30,3,77
Pakistan,2010-05-01,146,0,1,27,4,178
Pakistan,2010-05-01,327,0,0,322,44,693
Pakistan,2010-05-01,184,0,2,78,11,275
Pakistan,2010-05-01,93,0,0,70,17,180
Pakistan,2010-05-01,41,0,0,16,0,57
Pakistan,2010-05-01,53,0,0,18,0,71
Pakistan,2010-05-01,35,0,0,12,8,55
Pakistan,2010-05-01,13,0,0,19,0,32
Pakistan,2010-05-01,88,0,0,10,19,117
Pakistan,2010-05-01,61,2,-2,30,8,99
Pakistan,2010-05-01,46,2,0,6,26,80
Pakistan,2010-05-01,14,0,0,8,12,34
Pakistan,2010-05-01,74,0,0,45,6,125
Pakistan,2010-05-01,47,0,0,15,4,66
Pakistan,2010-05-01,26,0,0,28,6,60
Pakistan,2010-05-01,61,0,0,4,8,73
Pakistan,2010-05-01,57,0,0,43,9,109
Pakistan,2010-05-01,97,0,3,68,29,197
Pakistan,2010-05-01,43,0,0,23,16,82
Pakistan,2010-05-01,74,0,-2,43,5,120
Pakistan,2010-05-01,75,0,0,59,11,145
Pakistan,2010-05-01,13,0,0,14,2,29
Pakistan,2010-05-01,27,0,1,10,10,48
Pakistan,2010-05-01,37,2,0,11,0,50
Pakistan,2010-05-01,73,0,0,27,6,106
Pakistan,2010-05-01,21,0,0,24,0,45
Pakistan,2010-05-01,31,0,0,48,3,82
Pakistan,2010-05-01,129,0,1,40,23,193
Pakistan,2010-05-01,45,0,0,38,11,94
Pakistan,2010-05-01,19,0,1,-3,0,17
Sierra Leone,2010-05-01,0,0,0,6,0,6
Sierra Leone,2010-05-01,0,0,0,0,0,0
Sierra Leone,2010-05-01,1,0,0,0,4,5
Sierra Leone,2010-05-01,0,0,0,9,0,9
Sierra Leone,2010-05-01,0,0,0,0,0,0
Sierra Leone,2010-05-01,28,0,0,0,0,28
Sierra Leone,2010-05-01,0,0,0,0,10,10
Sierra Leone,2010-05-01,0,0,0,0,2,2
Sierra Leone,2010-05-01,3,0,0,0,0,3
Sierra Leone,2010-05-01,0,0,0,0,0,0
Sierra Leone,2010-05-01,0,2,0,0,0,2
Sierra Leone,2010-05-01,0,0,0,0,0,0
Sierra Leone,2010-05-01,3,0,0,0,0,3
Sierra Leone,2010-05-01,1,0,0,0,0,1
Sierra Leone,2010-05-01,3,0,0,3,1,7
Sierra Leone,2010-05-01,2,0,0,0,0,2
Sierra Leone,2010-05-01,0,0,0,-1,0,-1
Sierra Leone,2010-05-01,0,0,0,0,0,0
Sierra Leone,2010-05-01,0,0,-6,0,4,-2
Sierra Leone,2010-05-01,1,0,0,0,0,1
Sierra Leone,2010-05-01,3,0,1,0,0,4
Sierra Leone,2010-05-01,4,0,0,9,0,13
Sierra Leone,2010-05-01,0,0,0,0,0,0
Somalia,2010-05-01,11,0,-1,39,3,52
Somalia,2010-05-01,42,2,0,19,3,66
Somalia,2010-05-01,32,0,0,21,5,58
Somalia,2010-05-01,6,0,0,7,0,13
Somalia,2010-05-01,66,0,0,11,0,77
Somalia,2010-05-01,45,0,0,-14,0,31
Somalia,2010-05-01,13,0,0,0,0,13
Somalia,2010-05-01,6,0,0,24,0,30
Somalia,2010-05-01,14,0,0,15,0,29
Somalia,2010-05-01,12,2,0,15,4,33
Somalia,2010-05-01,0,0,0,11,6,17
Somalia,2010-05-01,29,0,0,11,0,40
Somalia,2010-05-01,7,0,0,-9,0,-2
Somalia,2010-05-01,5,0,-2,-8,4,-1
Somalia,2010-05-01,8,0,0,-4,2,6
Somalia,2010-05-01,5,0,0,21,0,26
Somalia,2010-05-01,14,0,0,-3,0,11
Somalia,2010-05-01,12,0,0,20,0,32
Somalia,2010-05-01,52,0,0,5,4,61
Somalia,2010-05-01,5,0,0,0,0,5
Somalia,2010-05-01,22,0,0,41,0,63
Somalia,2010-05-01,34,4,0,4,2,44
Somalia,2010-05-01,25,0,0,-6,4,23
Somalia,2010-05-01,4,2,0,-1,0,5
Somalia,2010-05-01,29,0,0,12,1,42
Somalia,2010-05-01,6,0,0,12,2,20
Somalia,2010-05-01,17,0,0,-3,0,14
Somalia,2010-05-01,26,0,0,0,0,26
Somalia,2010-05-01,11,0,-2,-1,0,8
Somalia,2010-05-01,0,0,0,19,0,19
Somalia,2010-05-01,9,0,0,1,0,10
Syria,2010-05-01,21,0,0,3,0,24
Syria,2010-05-01,20,0,5,13,0,38
Syria,2010-05-01,6,2,3,3,4,18
Syria,2010-05-01,8,0,1,0,0,9
Syria,2010-05-01,5,0,0,0,1,6
Syria,2010-05-01,-2,0,0,0,0,-2
Syria,2010-05-01,7,0,0,3,0,10
Syria,2010-05-01,7,0,0,0,0,7
Syria,2010-05-01,2,0,0,15,3,20
Syria,2010-05-01,7,0,0,9,0,16
Syria,2010-05-01,5,0,0,2,0,7
Syria,2010-05-01,15,0,0,11,0,26
Syria,2010-05-01,0,0,0,7,0,7
Syria,2010-05-01,0,0,0,0,0,0
Syria,2010-05-01,13,0,0,11,0,24
Syria,2010-05-01,2,0,0,1,1,4
Syria,2010-05-01,0,0,0,-2,2,0
Syria,2010-05-01,11,0,0,0,0,11
Syria,2010-05-01,13,0,0,10,0,23
Syria,2010-05-01,0,0,0,0,0,0
Syria,2010-05-01,10,0,0,12,0,22
Syria,2010-05-01,3,0,0,20,4,27
Syria,2010-05-01,25,0,1,14,0,40
Syria,2010-05-01,8,0,0,0,0,8
Syria,2010-05-01,17,0,-1,3,0,19
Syria,2010-05-01,0,0,0,3,0,3
Syria,2010-05-01,0,0,0,6,0,6
Syria,2010-05-01,6,0,0,9,0,15
Syria,2010-05-01,2,0,0,4,0,6
Syria,2010-05-01,8,0,0,6,0,14
Syria,2010-05-01,6,0,0,0,0,6
Yemen,2010-05-01,26,0,0,26,5,57
Yemen,2010-05-01,1,0,-4,9,2,8
Yemen,2010-05-01,16,0,0,12,1,29
Yemen,2010-05-01,19,0,0,-2,2,19
Yemen,2010-05-01,1,0,0,0,0,1
Yemen,2010-05-01,0,0,0,0,0,0
Yemen,2010-05-01,3,0,0,0,0,3
Yemen,2010-05-01,0,0,0,0,0,0
Yemen,2010-05-01,2,0,0,6,0,8
Yemen,2010-05-01,5,0,0,9,0,14
Yemen,2010-05-01,4,0,0,0,3,7
Yemen,2010-05-01,0,0,0,3,9,12
Yemen,2010-05-01,1,0,0,3,5,9
Yemen,2010-05-01,3,0,0,21,0,24
Yemen,2010-05-01,3,0,0,9,6,18
Yemen,2010-05-01,0,0,0,9,0,9
Yemen,2010-05-01,3,0,0,3,0,6
Yemen,2010-05-01,15,0,1,32,2,50
Yemen,2010-05-01,9,0,0,15,1,25
Yemen,2010-05-01,2,0,0,9,3,14
Yemen,2010-05-01,15,0,-5,-10,0,0
Yemen,2010-05-01,12,0,0,6,0,18
Yemen,2010-05-01,57,0,0,26,7,90
Yemen,2010-05-01,0,0,0,6,0,6
Yemen,2010-05-01,5,0,0,-4,2,3
Yemen,2010-05-01,2,2,0,-2,0,2
Yemen,2010-05-01,0,0,0,9,0,9
Yemen,2010-05-01,7,0,0,0,2,9
Yemen,2010-05-01,11,0,0,-2,2,11
Yemen,2010-05-01,0,0,0,2,0,2
Yemen,2010-05-01,0,0,0,6,0,6
Afghanistan,2010-11-01,194,0,2,88,55,339
Afghanistan,2010-11-01,198,2,-7,62,22,277
Afghanistan,2010-11-01,394,4,2,31,17,448
Afghanistan,2010-11-01,318,0,-2,106,32,454
Afghanistan,2010-11-01,306,2,1,64,48,421
Afghanistan,2010-11-01,212,0,-1,44,35,290
Afghanistan,2010-11-01,288,2,3,19,14,326
Afghanistan,2010-11-01,210,0,0,15,16,241
Afghanistan,2010-11-01,281,0,-4,50,24,351
Afghanistan,2010-11-01,340,0,-2,16,17,371
Afghanistan,2010-11-01,431,2,1,41,41,516
Afghanistan,2010-11-01,210,2,0,40,19,271
Afghanistan,2010-11-01,70,0,-2,17,5,90
Afghanistan,2010-11-01,260,2,-1,-14,27,274
Afghanistan,2010-11-01,340,4,3,0,30,377
Afghanistan,2010-11-01,220,4,-1,21,40,284
Afghanistan,2010-11-01,245,6,-1,39,33,322
