country,year_month,Conflict,Economic,Governance,Other,Political,Social,Unknown,push_factor_index
Afghanistan,13/10/2004,22,0,2,0,18,3,0,45
Afghanistan,14/10/2004,12,2,2,0,17,2,0,35
Afghanistan,15/10/2004,4,0,0,0,13,1,0,18
Afghanistan,16/10/2004,3,0,0,0,2,8,0,13
Afghanistan,17/10/2004,8,0,-2,0,-3,0,0,3
Afghanistan,18/10/2004,22,0,0,0,9,1,0,32
Afghanistan,19/10/2004,38,0,0,0,19,3,0,60
Afghanistan,20/10/2004,8,0,-2,0,3,0,0,9
Afghanistan,21/10/2004,3,0,-2,0,12,2,0,15
Afghanistan,22/10/2004,13,0,0,0,17,1,0,31
Afghanistan,23/10/2004,20,0,0,0,1,1,0,22
Afghanistan,24/10/2004,3,0,0,0,-2,2,0,3
Afghanistan,25/10/2004,31,0,0,0,9,6,0,46
Afghanistan,26/10/2004,17,0,0,0,6,4,0,27
Afghanistan,27/10/2004,62,0,0,0,17,0,0,79
Afghanistan,28/10/2004,15,0,0,0,9,4,0,28
Afghanistan,29/10/2004,0,0,0,0,4,2,0,6
Afghanistan,30/10/2004,59,0,0,0,0,1,0,60
Afghanistan,31/10/2004,9,0,0,0,2,0,0,11
Afghanistan,01/11/2004,20,0,0,0,6,0,0,26
Afghanistan,02/11/2004,18,0,2,0,25,3,0,48
Afghanistan,03/11/2004,14,0,-2,0,23,0,0,35
Afghanistan,04/11/2004,19,0,0,0,13,2,0,34
Afghanistan,05/11/2004,16,2,0,0,9,0,0,27
Afghanistan,06/11/2004,7,0,0,0,3,2,0,12
Afghanistan,07/11/2004,3,0,0,0,-2,0,0,1
Afghanistan,08/11/2004,16,0,0,0,39,7,0,62
Afghanistan,09/11/2004,24,0,0,0,17,3,0,44
Afghanistan,10/11/2004,26,0,0,0,4,2,0,32
Afghanistan,11/11/2004,13,0,0,0,12,2,0,27
Afghanistan,12/11/2004,19,0,0,0,1,1,0,21
Afghanistan,13/11/2004,29,0,0,0,1,0,0,30
Afghanistan,14/11/2004,8,0,0,0,4,1,0,13
Afghanistan,15/11/2004,5,0,-4,0,9,0,0,10
Afghanistan,16/11/2004,12,0,0,0,3,0,0,15
Afghanistan,17/11/2004,17,0,0,0,13,0,0,30
Afghanistan,18/11/2004,3,0,0,0,3,0,0,6
Afghanistan,19/11/2004,11,0,0,0,3,2,0,16
Afghanistan,20/11/2004,10,0,0,0,2,0,0,12
Afghanistan,21/11/2004,21,0,0,0,0,1,0,22
Afghanistan,22/11/2004,30,2,0,0,12,0,0,44
Afghanistan,23/11/2004,7,0,0,0,2,1,0,10
Afghanistan,24/11/2004,13,0,0,0,-8,0,0,5
Afghanistan,25/11/2004,11,2,0,0,4,2,0,19
Afghanistan,26/11/2004,8,0,0,0,12,0,0,20
Afghanistan,27/11/2004,-2,0,0,0,4,0,0,2
Afghanistan,28/11/2004,19,0,0,0,2,1,0,22
Afghanistan,29/11/2004,10,0,0,0,12,2,0,24
Afghanistan,30/11/2004,17,0,0,0,-1,0,0,16
Afghanistan,01/12/2004,22,0,0,0,12,0,0,34
Afghanistan,02/12/2004,1,0,0,0,-6,2,0,-3
Afghanistan,03/12/2004,14,0,0,0,0,2,0,16
Afghanistan,04/12/2004,4,0,0,0,-2,0,0,2
Afghanistan,05/12/2004,14,0,0,0,8,1,0,23
Afghanistan,06/12/2004,22,0,1,0,7,4,0,34
Afghanistan,07/12/2004,18,0,0,0,6,1,0,25
Afghanistan,08/12/2004,19,0,0,0,13,0,0,32
Afghanistan,09/12/2004,17,0,0,0,6,0,0,23
Afghanistan,10/12/2004,23,0,0,0,9,2,0,34
Afghanistan,11/12/2004,10,0,1,0,3,0,0,14
Afghanistan,12/12/2004,-1,0,0,0,18,0,0,17
Afghanistan,13/12/2004,9,0,-4,0,16,2,0,23
Afghanistan,14/12/2004,36,0,-4,0,-2,6,0,36
Afghanistan,15/12/2004,38,0,0,0,20,1,0,59
Afghanistan,16/12/2004,24,0,-2,0,3,3,0,28
Afghanistan,17/12/2004,13,0,0,0,21,0,0,34
Afghanistan,18/12/2004,18,0,0,0,14,2,0,34
Afghanistan,19/12/2004,4,0,0,0,3,0,0,7
Afghanistan,20/12/2004,5,0,0,0,-1,2,0,6
Afghanistan,21/12/2004,17,0,0,0,6,0,0,23
Afghanistan,22/12/2004,15,2,0,0,3,0,0,20
Afghanistan,23/12/2004,5,0,0,0,0,0,0,5
Afghanistan,24/12/2004,7,0,0,0,3,4,0,14
Afghanistan,25/12/2004,19,0,0,0,4,2,0,25
Afghanistan,26/12/2004,12,0,0,0,3,2,0,17
Afghanistan,27/12/2004,15,0,0,0,4,2,0,21
Afghanistan,28/12/2004,21,0,-1,0,3,0,0,23
Afghanistan,29/12/2004,1,0,-9,0,6,3,0,1
Afghanistan,30/12/2004,22,0,-2,0,-2,2,0,20
Afghanistan,31/12/2004,0,0,0,0,0,1,0,1
Albania,02/01/2004,0,0,0,0,0,0,0,0
Albania,05/01/2004,4,0,0,0,0,0,0,4
Albania,06/01/2004,4,0,0,0,9,1,0,14
Albania,07/01/2004,3,0,0,0,0,2,0,5
Albania,08/01/2004,3,0,0,0,3,1,0,7
Albania,09/01/2004,17,0,0,0,4,0,0,21
Albania,10/01/2004,3,0,0,0,3,0,0,6
Albania,11/01/2004,24,0,0,0,0,0,0,24
Albania,12/01/2004,12,0,0,0,0,0,0,12
Albania,13/01/2004,6,0,0,0,2,0,0,8
Albania,14/01/2004,9,0,0,0,0,2,0,11
Albania,15/01/2004,5,0,0,0,0,1,0,6
Albania,16/01/2004,3,0,-2,0,-10,4,0,-5
Albania,17/01/2004,6,0,0,0,0,0,0,6
Albania,18/01/2004,11,0,0,0,0,0,0,11
Albania,19/01/2004,-2,0,0,0,0,1,0,-1
Albania,20/01/2004,1,0,1,0,-2,2,0,2
Albania,21/01/2004,12,0,0,0,0,0,0,12
Albania,22/01/2004,14,0,0,0,12,0,0,26
Albania,23/01/2004,5,0,0,0,0,0,0,5
Albania,24/01/2004,-1,0,0,0,0,0,0,-1
Albania,25/01/2004,0,0,0,0,0,0,0,0
Albania,26/01/2004,12,0,0,0,6,0,0,18
Albania,27/01/2004,1,0,0,0,0,4,0,5
Albania,28/01/2004,-10,0,0,0,0,3,0,-7
Albania,29/01/2004,5,0,0,0,13,1,0,19
Albania,30/01/2004,6,0,0,0,0,0,0,6
Albania,31/01/2004,2,0,1,0,0,1,0,4
Albania,01/02/2004,2,0,0,0,0,0,0,2
Albania,02/02/2004,3,0,0,0,1,6,0,10
Albania,03/02/2004,0,0,0,0,0,0,0,0
Albania,04/02/2004,1,0,0,0,9,0,0,10
Albania,05/02/2004,8,0,0,0,6,0,0,14
Albania,06/02/2004,2,4,0,0,3,0,0,9
Albania,07/02/2004,4,0,0,0,3,5,0,12
Albania,08/02/2004,4,0,0,0,3,1,0,8
Albania,09/02/2004,30,0,0,0,1,4,0,35
Albania,10/02/2004,2,0,0,0,9,0,0,11
Albania,11/02/2004,8,0,-2,0,2,2,0,10
Albania,12/02/2004,10,0,0,0,9,2,0,21
Albania,13/02/2004,-1,0,0,0,4,0,0,3
Albania,14/02/2004,1,0,0,0,0,4,0,5
Albania,15/02/2004,0,0,0,0,9,1,0,10
Albania,16/02/2004,31,0,0,0,21,1,0,53
Albania,17/02/2004,1,0,0,0,0,0,0,1
Albania,18/02/2004,-2,0,0,0,0,2,0,0
Albania,19/02/2004,14,0,0,0,1,0,0,15
Albania,20/02/2004,25,0,0,0,3,6,0,34
Albania,21/02/2004,3,0,0,0,-4,4,0,3
Albania,22/02/2004,6,0,0,0,0,0,0,6
Albania,23/02/2004,10,0,0,0,10,0,0,20
Albania,24/02/2004,-5,0,0,0,0,0,0,-5
Albania,25/02/2004,24,0,0,0,11,2,0,37
Albania,26/02/2004,27,0,0,0,0,0,0,27
Albania,27/02/2004,0,0,0,0,3,0,0,3
Albania,28/02/2004,7,0,0,0,0,0,0,7
Albania,29/02/2004,10,0,0,0,8,1,0,19
Albania,01/03/2004,15,0,0,0,0,1,0,16
Albania,02/03/2004,7,0,1,0,0,0,0,8
Albania,03/03/2004,11,0,0,0,4,3,0,18
Albania,04/03/2004,15,0,-1,0,3,0,0,17
Albania,05/03/2004,11,0,-6,0,6,2,0,13
Albania,06/03/2004,-7,0,0,0,0,0,0,-7
Albania,07/03/2004,-2,0,0,0,0,0,0,-2
Albania,08/03/2004,30,0,0,0,-2,2,0,30
Albania,09/03/2004,8,0,0,0,9,2,0,19
Albania,10/03/2004,0,0,0,0,3,0,0,3
Albania,11/03/2004,5,0,0,0,0,0,0,5
Albania,12/03/2004,1,0,0,0,0,1,0,2
Albania,13/03/2004,-2,0,0,0,0,1,0,-1
Albania,14/03/2004,6,0,0,0,0,2,0,8
Albania,15/03/2004,26,0,0,0,6,2,0,34
Albania,16/03/2004,62,0,0,0,2,2,0,66
Albania,17/03/2004,259,0,-3,0,30,52,0,338
Albania,18/03/2004,174,0,-1,0,52,85,0,310
Albania,19/03/2004,124,0,-1,0,10,32,0,165
Albania,20/03/2004,109,0,-1,0,4,13,0,125
Albania,21/03/2004,50,0,0,0,9,5,0,64
Albania,22/03/2004,70,0,0,0,6,31,0,107
Albania,23/03/2004,42,0,-2,0,3,0,0,43
Albania,24/03/2004,38,0,0,0,5,1,0,44
Albania,25/03/2004,34,0,-3,0,0,7,0,38
Albania,26/03/2004,67,0,-3,0,0,2,0,66
Albania,27/03/2004,2,0,0,0,-2,3,0,3
Albania,28/03/2004,9,0,0,0,3,13,0,25
Albania,29/03/2004,15,0,0,0,12,3,0,30
Albania,30/03/2004,26,0,-1,0,3,3,0,31
Albania,31/03/2004,-4,0,-1,0,3,6,0,4
Albania,01/04/2004,34,0,0,0,5,4,0,43
Albania,02/04/2004,17,0,-2,0,1,2,0,18
Albania,03/04/2004,5,0,-2,0,0,1,0,4
Albania,04/04/2004,1,0,0,0,0,0,0,1
Albania,05/04/2004,17,0,0,0,0,4,0,21
Albania,06/04/2004,10,0,0,0,-4,1,0,7
Albania,07/04/2004,8,0,0,0,0,2,0,10
Albania,08/04/2004,8,0,0,0,3,1,0,12
Albania,09/04/2004,1,0,0,0,0,2,0,3
Albania,10/04/2004,34,0,0,0,12,0,0,46
Albania,11/04/2004,5,0,0,0,2,0,0,7
Albania,12/04/2004,28,0,0,0,7,11,0,46
Albania,13/04/2004,18,0,0,0,0,1,0,19
Albania,14/04/2004,27,0,0,0,-1,7,0,33
Albania,15/04/2004,8,0,-2,0,0,4,0,10
Albania,16/04/2004,9,0,0,0,-3,3,0,9
Albania,17/04/2004,50,0,0,0,12,2,0,64
Albania,18/04/2004,18,0,0,0,13,1,0,32
Albania,19/04/2004,24,0,0,0,3,1,0,28
Albania,20/04/2004,34,0,0,0,7,0,0,41
Albania,21/04/2004,11,0,0,0,9,0,0,20
Albania,22/04/2004,26,0,0,0,6,0,0,32
Albania,23/04/2004,17,0,0,0,1,-1,0,17
Albania,24/04/2004,13,0,0,0,0,0,0,13
Albania,25/04/2004,10,0,0,0,0,0,0,10
Albania,26/04/2004,6,0,0,0,0,2,0,8
Albania,27/04/2004,18,0,0,0,7,2,0,27
Albania,28/04/2004,47,0,-8,0,51,12,0,102
Albania,29/04/2004,17,2,0,0,5,5,0,29
Albania,30/04/2004,6,0,0,0,0,0,0,6
Albania,01/05/2004,29,0,-1,0,-6,4,0,26
Albania,02/05/2004,9,0,-2,0,13,6,0,26
Albania,03/05/2004,13,0,-2,0,0,2,0,13
Albania,04/05/2004,3,0,0,0,9,0,0,12
Albania,05/05/2004,-1,0,0,0,1,0,0,0
Albania,06/05/2004,6,0,0,0,0,0,0,6
Albania,07/05/2004,0,0,0,0,-5,8,0,3
Albania,08/05/2004,23,0,0,0,6,0,0,29
Albania,09/05/2004,0,0,0,0,3,0,0,3
Albania,10/05/2004,11,0,0,0,0,1,0,12
Albania,11/05/2004,20,0,0,0,0,0,0,20
Albania,12/05/2004,7,0,0,0,-2,0,0,5
Albania,13/05/2004,8,0,0,0,0,0,0,8
Albania,14/05/2004,5,0,2,0,6,0,0,13
Albania,15/05/2004,2,0,0,0,9,0,0,11
Albania,16/05/2004,0,0,0,0,6,0,0,6
Albania,17/05/2004,9,0,-4,0,12,2,0,19
Albania,18/05/2004,12,0,0,0,20,0,0,32
Albania,19/05/2004,1,0,0,0,0,2,0,3
Albania,20/05/2004,5,0,0,0,3,0,0,8
Albania,21/05/2004,11,0,0,0,1,1,0,13
Albania,22/05/2004,0,0,0,0,-2,0,0,-2
Albania,23/05/2004,11,0,0,0,0,1,0,12
Albania,24/05/2004,22,2,0,0,3,1,0,28
Albania,25/05/2004,14,0,-8,0,9,1,0,16
Albania,26/05/2004,15,0,0,0,0,1,0,16
Albania,27/05/2004,10,0,0,0,6,0,0,16
Albania,28/05/2004,5,0,0,0,6,0,0,11
Albania,29/05/2004,12,0,0,0,-6,0,0,6
Albania,30/05/2004,1,0,0,0,0,0,0,1
Albania,31/05/2004,5,0,0,0,0,8,0,13
Albania,01/06/2004,0,0,0,0,0,0,0,0
Albania,02/06/2004,3,0,0,0,6,0,0,9
Albania,03/06/2004,15,0,0,0,6,0,0,21
Albania,04/06/2004,2,0,0,0,8,1,0,11
Albania,05/06/2004,16,0,0,0,3,0,0,19
Albania,06/06/2004,7,0,3,0,7,1,0,18
Albania,07/06/2004,22,0,0,0,3,2,0,27
Albania,08/06/2004,17,0,0,0,0,0,0,17
Albania,09/06/2004,14,0,0,0,6,0,0,20
Albania,10/06/2004,17,0,-2,0,3,0,0,18
Albania,11/06/2004,0,0,0,0,7,1,0,8
Albania,12/06/2004,2,0,0,0,-2,0,0,0
Albania,13/06/2004,0,0,0,0,0,9,0,9
Albania,14/06/2004,8,0,0,0,-3,0,0,5
Albania,15/06/2004,3,0,0,0,6,1,0,10
Albania,16/06/2004,4,0,0,0,3,1,0,8
Albania,17/06/2004,0,0,0,0,21,1,0,22
Albania,18/06/2004,9,0,0,0,0,1,0,10
Albania,19/06/2004,13,0,0,0,0,0,0,13
Albania,20/06/2004,0,0,0,0,14,0,0,14
Albania,21/06/2004,1,0,0,0,0,0,0,1
Albania,22/06/2004,1,0,0,0,0,0,0,1
Albania,23/06/2004,10,0,0,0,12,2,0,24
Albania,24/06/2004,17,0,0,0,9,1,0,27
Albania,25/06/2004,6,0,-2,0,18,1,0,23
Albania,26/06/2004,-2,0,3,0,0,1,0,2
Albania,27/06/2004,3,0,0,0,-6,1,0,-2
Albania,28/06/2004,10,0,0,0,0,1,0,11
Albania,29/06/2004,0,0,0,0,-1,0,0,-1
Albania,30/06/2004,6,0,0,0,3,0,0,9
Albania,01/07/2004,8,0,0,0,3,2,0,13
Albania,02/07/2004,4,0,0,0,1,0,0,5
Albania,03/07/2004,0,0,-4,0,0,2,0,-2
Albania,04/07/2004,1,0,0,0,-6,2,0,-3
Albania,05/07/2004,-3,0,0,0,0,0,0,-3
Albania,06/07/2004,0,0,0,0,0,0,0,0
Albania,07/07/2004,1,0,0,0,0,1,0,2
Albania,08/07/2004,19,0,-2,0,0,1,0,18
Albania,09/07/2004,4,0,0,0,6,3,0,13
Albania,10/07/2004,5,0,0,0,3,0,0,8
Albania,11/07/2004,16,0,0,0,-1,0,0,15
Albania,12/07/2004,1,0,0,0,0,0,0,1
Albania,13/07/2004,11,0,0,0,0,2,0,13
Albania,14/07/2004,3,0,0,0,-7,3,0,-1
Albania,15/07/2004,0,0,0,0,0,0,0,0
Albania,16/07/2004,10,0,0,0,0,1,0,11
Albania,18/07/2004,0,0,1,0,0,0,0,1
Albania,19/07/2004,0,0,0,0,0,5,0,5
Albania,20/07/2004,8,0,0,0,-1,0,0,7
Albania,21/07/2004,19,0,0,0,12,0,0,31
Albania,22/07/2004,9,0,0,0,0,0,0,9
Albania,23/07/2004,11,0,0,0,6,2,0,19
Albania,24/07/2004,8,0,0,0,-2,1,0,7
Albania,25/07/2004,0,0,-2,0,0,0,0,-2
Albania,26/07/2004,11,0,0,0,3,8,0,22
Albania,27/07/2004,8,0,0,0,1,0,0,9
Albania,28/07/2004,2,0,-1,0,4,9,0,14
Albania,29/07/2004,3,0,0,0,3,3,0,9
Albania,30/07/2004,3,0,1,0,-2,0,0,2
Albania,31/07/2004,-6,0,0,0,0,0,0,-6
Albania,02/08/2004,0,0,0,0,3,0,0,3
Albania,03/08/2004,2,0,0,0,0,1,0,3
Albania,04/08/2004,8,0,0,0,0,0,0,8
Albania,05/08/2004,13,0,1,0,3,2,0,19
Albania,06/08/2004,4,0,0,0,0,0,0,4
Albania,07/08/2004,1,0,0,0,0,0,0,1
Albania,08/08/2004,2,0,0,0,0,8,0,10
Albania,09/08/2004,0,0,0,0,0,2,0,2
Albania,10/08/2004,15,0,0,0,0,2,0,17
Albania,11/08/2004,6,0,1,0,7,14,0,28
Albania,12/08/2004,1,0,0,0,0,12,0,13
Albania,13/08/2004,6,0,0,0,0,1,0,7
Albania,14/08/2004,3,0,-1,0,0,0,0,2
Albania,15/08/2004,12,0,-6,0,3,3,0,12
Albania,16/08/2004,6,0,0,0,0,1,0,7
Albania,17/08/2004,1,0,0,0,0,0,0,1
Albania,18/08/2004,1,0,0,0,-2,0,0,-1
Albania,19/08/2004,8,0,0,0,3,0,0,11
Albania,20/08/2004,0,0,0,0,0,2,0,2
Albania,21/08/2004,3,0,0,0,0,1,0,4
Albania,23/08/2004,15,0,0,0,-4,3,0,14
Albania,24/08/2004,8,0,1,0,-4,0,0,5
Albania,25/08/2004,6,0,0,0,3,0,0,9
Albania,26/08/2004,21,0,0,0,3,0,0,24
Albania,27/08/2004,2,0,0,0,3,0,0,5
Albania,28/08/2004,0,0,0,0,0,0,0,0
Albania,29/08/2004,0,0,0,0,0,0,0,0
Albania,30/08/2004,16,0,0,0,6,1,0,23
Albania,31/08/2004,5,4,0,0,0,0,0,9
Albania,01/09/2004,16,0,1,0,0,0,0,17
Albania,02/09/2004,4,0,0,0,3,0,0,7
Albania,03/09/2004,0,0,0,0,4,0,0,4
Albania,04/09/2004,0,0,0,0,0,0,0,0
Albania,05/09/2004,6,0,0,0,0,0,0,6
Albania,06/09/2004,12,0,0,0,-3,0,0,9
Albania,07/09/2004,0,0,0,0,3,2,0,5
Albania,08/09/2004,4,0,0,0,0,0,0,4
Albania,09/09/2004,9,0,0,0,0,4,0,13
Albania,10/09/2004,1,0,0,0,0,0,0,1
Albania,11/09/2004,6,0,0,0,0,0,0,6
Albania,12/09/2004,0,0,0,0,0,0,0,0
Albania,13/09/2004,9,0,3,0,3,0,0,15
Albania,14/09/2004,19,0,1,0,9,4,0,33
Albania,15/09/2004,15,0,0,0,6,1,0,22
Albania,16/09/2004,0,0,0,0,0,0,0,0
Albania,17/09/2004,0,0,0,0,0,0,0,0
Albania,18/09/2004,0,0,0,0,0,0,0,0
Albania,19/09/2004,0,0,0,0,0,0,0,0
Albania,21/09/2004,2,0,0,0,3,0,0,5
Albania,22/09/2004,11,0,0,0,9,1,0,21
Albania,23/09/2004,18,0,0,0,6,0,0,24
Albania,24/09/2004,4,0,-4,0,0,0,0,0
Albania,25/09/2004,0,0,0,0,0,0,0,0
Albania,26/09/2004,0,0,0,0,0,0,0,0
Albania,27/09/2004,-3,0,0,0,-2,0,0,-5
Albania,28/09/2004,7,0,0,0,14,2,0,23
Albania,29/09/2004,6,0,0,0,21,2,0,29
Albania,30/09/2004,2,0,0,0,3,0,0,5
Albania,01/10/2004,7,0,0,0,0,0,0,7
Albania,02/10/2004,0,0,0,0,0,2,0,2
Albania,03/10/2004,6,0,-2,0,0,2,0,6
Albania,04/10/2004,3,0,0,0,0,2,0,5
Albania,05/10/2004,2,0,-2,0,6,0,0,6
Albania,06/10/2004,4,0,0,0,3,2,0,9
Albania,07/10/2004,0,0,0,0,0,0,0,0
Albania,08/10/2004,12,0,-4,0,2,7,0,17
Albania,09/10/2004,7,0,0,0,6,0,0,13
Albania,10/10/2004,-2,0,0,0,3,0,0,1
Albania,11/10/2004,0,0,0,0,3,0,0,3
Albania,12/10/2004,25,0,0,0,6,0,0,31
Albania,13/10/2004,5,0,0,0,6,1,0,12
Albania,14/10/2004,9,0,0,0,-2,0,0,7
Albania,15/10/2004,9,0,0,0,0,0,0,9
Albania,16/10/2004,-1,0,0,0,0,0,0,-1
Albania,17/10/2004,0,0,0,0,0,0,0,0
Albania,18/10/2004,6,0,0,0,0,0,0,6
Albania,19/10/2004,20,0,0,0,3,1,0,24
Albania,20/10/2004,1,0,0,0,3,1,0,5
Albania,21/10/2004,5,0,0,0,0,0,0,5
Albania,22/10/2004,0,0,0,0,3,2,0,5
Albania,23/10/2004,4,0,0,0,9,8,0,21
Albania,24/10/2004,21,0,-1,0,0,10,0,30
Albania,25/10/2004,-2,0,0,0,0,2,0,0
Albania,26/10/2004,16,0,0,0,3,5,0,24
Albania,27/10/2004,0,0,0,0,3,0,0,3
Albania,28/10/2004,-2,0,0,0,0,0,0,-2
Albania,29/10/2004,12,4,0,0,-2,1,0,15
Albania,30/10/2004,9,0,0,0,15,0,0,24
Albania,31/10/2004,0,0,-2,0,0,0,0,-2
Albania,01/11/2004,0,0,0,0,3,0,0,3
Albania,02/11/2004,4,0,0,0,3,1,0,8
Albania,03/11/2004,25,0,-1,0,9,2,0,35
Albania,04/11/2004,11,0,1,0,9,0,0,21
Albania,05/11/2004,21,2,0,0,6,2,0,31
Albania,06/11/2004,-1,0,0,0,0,0,0,-1
Albania,07/11/2004,5,0,0,0,0,9,0,14
Albania,08/11/2004,4,0,0,0,12,1,0,17
Albania,09/11/2004,5,0,0,0,3,1,0,9
Albania,10/11/2004,4,0,0,0,0,0,0,4
Albania,11/11/2004,2,0,0,0,0,2,0,4
Albania,12/11/2004,4,0,0,0,0,3,0,7
Albania,13/11/2004,10,0,0,0,8,0,0,18
Albania,14/11/2004,1,0,0,0,3,0,0,4
Albania,15/11/2004,14,0,-9,0,27,6,0,38
Albania,16/11/2004,3,0,0,0,3,3,0,9
Albania,17/11/2004,4,0,0,0,0,0,0,4
Albania,18/11/2004,-2,0,0,0,0,0,0,-2
Albania,19/11/2004,1,0,0,0,0,0,0,1
Albania,20/11/2004,5,0,-6,0,0,0,0,-1
Albania,21/11/2004,3,0,0,0,6,3,0,12
Albania,22/11/2004,24,0,1,0,0,4,0,29
Albania,23/11/2004,4,0,0,0,-2,0,0,2
Albania,24/11/2004,-1,0,0,0,9,1,0,9
Albania,25/11/2004,0,0,0,0,6,0,0,6
Albania,26/11/2004,8,0,-2,0,2,0,0,8
Albania,27/11/2004,2,0,0,0,0,0,0,2
Albania,28/11/2004,10,0,0,0,0,1,0,11
Albania,29/11/2004,14,0,0,0,3,1,0,18
Albania,30/11/2004,8,0,0,0,2,0,0,10
Albania,01/12/2004,18,0,0,0,12,0,0,30
Albania,02/12/2004,0,0,0,0,3,2,0,5
Albania,03/12/2004,11,0,1,0,22,1,0,35
Albania,04/12/2004,6,0,3,0,1,0,0,10
Albania,05/12/2004,3,0,0,0,-4,0,0,-1
Albania,06/12/2004,7,0,0,0,0,0,0,7
Albania,07/12/2004,4,0,0,0,0,0,0,4
Albania,08/12/2004,-1,0,0,0,0,0,0,-1
Albania,09/12/2004,6,0,1,0,15,2,0,24
Albania,10/12/2004,2,0,0,0,3,0,0,5
Albania,11/12/2004,0,0,0,0,0,0,0,0
Albania,12/12/2004,2,0,1,0,3,0,0,6
Albania,13/12/2004,4,0,0,0,0,0,0,4
Albania,14/12/2004,14,0,-2,0,3,1,0,16
Albania,15/12/2004,24,0,0,0,13,2,0,39
Albania,16/12/2004,2,0,0,0,0,1,0,3
Albania,17/12/2004,7,0,0,0,-2,0,0,5
Albania,18/12/2004,0,0,0,0,0,4,0,4
Albania,19/12/2004,0,0,0,0,0,0,0,0
Albania,20/12/2004,11,0,0,0,31,3,0,45
Albania,21/12/2004,4,0,0,0,9,0,0,13
Albania,22/12/2004,34,0,0,0,9,2,0,45
Albania,23/12/2004,8,0,0,0,0,0,0,8
Albania,24/12/2004,3,0,0,0,0,2,0,5
Albania,25/12/2004,2,0,1,0,6,0,0,9
Albania,26/12/2004,12,0,0,0,12,0,0,24
Albania,27/12/2004,4,0,0,0,12,0,0,16
Albania,28/12/2004,4,0,0,0,3,0,0,7
Albania,29/12/2004,1,0,0,0,7,0,0,8
Albania,30/12/2004,2,0,0,0,0,1,0,3
Albania,31/12/2004,0,0,0,0,0,0,0,0
Algeria,01/01/2004,0,0,0,0,0,0,0,0
Algeria,02/01/2004,6,0,0,0,0,0,0,6
Algeria,03/01/2004,2,0,0,0,0,0,0,2
Algeria,04/01/2004,12,0,0,0,0,1,0,13
Algeria,05/01/2004,0,0,0,0,-4,0,0,-4
Algeria,06/01/2004,0,0,0,0,0,0,0,0
Algeria,07/01/2004,7,0,0,0,-4,0,0,3
Algeria,08/01/2004,-1,0,0,0,-4,0,0,-5
Algeria,09/01/2004,6,0,0,0,3,0,0,9
Algeria,10/01/2004,7,0,0,0,1,2,0,10
Algeria,11/01/2004,4,0,0,0,6,0,0,10
Algeria,12/01/2004,2,0,0,0,0,0,0,2
Algeria,13/01/2004,0,0,0,0,0,0,0,0
Algeria,14/01/2004,-1,0,0,0,6,0,0,5
Algeria,15/01/2004,5,0,0,0,9,0,0,14
Algeria,16/01/2004,2,0,0,0,4,1,0,7
Algeria,17/01/2004,10,0,-2,0,2,0,0,10
Algeria,18/01/2004,1,0,1,0,-2,2,0,2
Algeria,19/01/2004,0,0,0,0,0,0,0,0
Algeria,20/01/2004,8,0,0,0,6,0,0,14
Algeria,21/01/2004,1,0,0,0,0,0,0,1
Algeria,22/01/2004,6,0,0,0,9,2,0,17
Algeria,23/01/2004,4,0,2,0,0,0,0,6
Algeria,24/01/2004,2,0,1,0,0,0,0,3
Algeria,25/01/2004,5,0,0,0,0,0,0,5
Algeria,26/01/2004,5,0,0,0,6,0,0,11
Algeria,27/01/2004,2,0,0,0,12,0,0,14
Algeria,28/01/2004,2,0,0,0,0,0,0,2
Algeria,29/01/2004,1,0,0,0,0,3,0,4
Algeria,30/01/2004,-3,0,0,0,0,0,0,-3
Algeria,31/01/2004,-2,0,0,0,0,0,0,-2
Algeria,01/02/2004,3,0,0,0,0,0,0,3
Algeria,02/02/2004,0,0,0,0,21,1,0,22
Algeria,03/02/2004,-2,0,0,0,0,0,0,-2
Algeria,04/02/2004,14,0,0,0,0,1,0,15
Algeria,05/02/2004,1,0,0,0,3,0,0,4
Algeria,06/02/2004,3,0,0,0,3,0,0,6
Algeria,07/02/2004,5,0,0,0,0,0,0,5
Algeria,08/02/2004,3,0,0,0,0,0,0,3
Algeria,09/02/2004,0,0,-4,0,0,0,0,-4
Algeria,10/02/2004,-1,0,0,0,3,0,0,2
Algeria,11/02/2004,0,0,-1,0,3,0,0,2
Algeria,12/02/2004,3,0,0,0,9,0,0,12
Algeria,13/02/2004,10,0,0,0,9,1,0,20
Algeria,14/02/2004,4,0,-1,0,6,0,0,9
Algeria,15/02/2004,0,0,0,0,18,0,0,18
Algeria,16/02/2004,3,0,0,0,0,0,0,3
Algeria,17/02/2004,0,0,0,0,3,0,0,3
Algeria,18/02/2004,2,0,0,0,0,0,0,2
Algeria,19/02/2004,-8,0,0,0,2,0,0,-6
Algeria,20/02/2004,1,0,0,0,0,2,0,3
Algeria,21/02/2004,-1,0,0,0,0,0,0,-1
Algeria,22/02/2004,2,0,0,0,-4,1,0,-1
Algeria,23/02/2004,0,0,0,0,12,1,0,13
Algeria,24/02/2004,4,0,0,0,0,0,0,4
Algeria,25/02/2004,0,0,0,0,-7,0,0,-7
Algeria,26/02/2004,16,0,0,0,-8,1,0,9
Algeria,27/02/2004,3,0,0,0,0,0,0,3
Algeria,28/02/2004,6,0,0,0,0,0,0,6
Algeria,29/02/2004,1,0,0,0,0,1,0,2
