country,year_month,Conflict,Economic,Governance,Other,Political,Social,Unknown,push_factor_index
Afghanistan,01/05/2010,128,0,1,0,19,17,0,165
Afghanistan,02/05/2010,197,0,-8,0,24,39,0,252
Afghanistan,03/05/2010,303,0,0,0,16,31,0,350
Afghanistan,04/05/2010,159,2,1,0,52,39,0,253
Afghanistan,05/05/2010,153,0,-2,0,28,8,0,187
Afghanistan,06/05/2010,27,0,0,0,6,1,0,34
Afghanistan,07/05/2010,7,0,0,0,6,1,0,14
Afghanistan,08/05/2010,34,0,1,0,12,0,0,47
Afghanistan,09/05/2010,59,0,0,0,9,0,0,68
Afghanistan,10/05/2010,74,0,0,0,21,10,0,105
Afghanistan,11/05/2010,147,0,1,0,49,8,0,205
Afghanistan,12/05/2010,158,0,0,0,24,31,0,213
Afghanistan,13/05/2010,27,0,0,0,1,8,0,36
Afghanistan,14/05/2010,39,0,0,0,5,0,0,44
Afghanistan,15/05/2010,48,4,2,0,16,0,0,70
Afghanistan,16/05/2010,74,2,0,0,18,2,0,96
Afghanistan,17/05/2010,95,0,0,0,29,5,0,129
Afghanistan,18/05/2010,67,2,-5,0,9,17,0,90
Afghanistan,19/05/2010,112,0,1,0,12,16,0,141
Afghanistan,20/05/2010,20,0,0,0,-3,2,0,19
Afghanistan,21/05/2010,53,0,0,0,12,7,0,72
Afghanistan,22/05/2010,110,0,0,0,15,0,0,125
Afghanistan,23/05/2010,213,2,0,0,54,11,0,280
Afghanistan,24/05/2010,39,0,0,0,1,1,0,41
Afghanistan,25/05/2010,150,2,0,0,6,17,0,175
Afghanistan,26/05/2010,164,0,1,0,11,24,0,200
Afghanistan,27/05/2010,129,0,4,0,9,9,0,151
Afghanistan,28/05/2010,91,2,0,0,9,2,0,104
Afghanistan,29/05/2010,193,2,0,0,21,11,0,227
Afghanistan,30/05/2010,94,0,0,0,41,16,0,151
Afghanistan,31/05/2010,54,0,1,0,6,2,0,63
Albania,01/05/2010,2,0,0,0,3,8,0,13
Albania,02/05/2010,0,0,0,0,18,0,0,18
Albania,03/05/2010,5,0,0,0,3,0,0,8
Albania,04/05/2010,2,0,-2,0,0,0,0,0
Albania,05/05/2010,2,0,-1,0,0,0,0,1
Albania,06/05/2010,0,0,0,0,0,4,0,4
Albania,07/05/2010,0,0,-4,0,0,2,0,-2
Albania,10/05/2010,51,0,-2,0,12,1,0,62
Albania,11/05/2010,26,0,0,0,6,0,0,32
Albania,12/05/2010,56,0,0,0,6,0,0,62
Albania,13/05/2010,8,0,1,0,0,3,0,12
Albania,14/05/2010,3,0,0,0,0,0,0,3
Albania,15/05/2010,0,0,0,0,0,0,0,0
Albania,17/05/2010,7,0,0,0,0,0,0,7
Albania,18/05/2010,4,0,-6,0,6,5,0,9
Albania,19/05/2010,29,0,1,0,9,2,0,41
Albania,20/05/2010,12,0,0,0,4,4,0,20
Albania,21/05/2010,1,0,0,0,0,2,0,3
Albania,22/05/2010,5,0,0,0,3,0,0,8
Albania,24/05/2010,5,0,0,0,6,0,0,11
Albania,25/05/2010,5,0,1,0,0,0,0,6
Albania,26/05/2010,3,0,0,0,0,0,0,3
Albania,27/05/2010,0,0,0,0,0,0,0,0
Albania,28/05/2010,0,0,0,0,0,0,0,0
Albania,30/05/2010,32,0,0,0,3,17,0,52
Albania,31/05/2010,0,0,0,0,0,0,0,0
Algeria,01/05/2010,18,0,0,0,6,0,0,24
Algeria,02/05/2010,17,0,0,0,0,0,0,17
Algeria,03/05/2010,4,0,1,0,21,0,0,26
Algeria,04/05/2010,2,0,-1,0,0,0,0,1
Algeria,05/05/2010,0,0,0,0,0,0,0,0
Algeria,06/05/2010,0,0,0,0,0,0,0,0
Algeria,07/05/2010,0,0,0,0,0,0,0,0
Algeria,08/05/2010,0,0,0,0,0,0,0,0
Algeria,09/05/2010,0,0,0,0,1,0,0,1
Algeria,10/05/2010,-1,0,0,0,1,0,0,0
Algeria,11/05/2010,4,0,0,0,0,0,0,4
Algeria,12/05/2010,0,0,0,0,9,0,0,9
Algeria,13/05/2010,0,0,0,0,-6,0,0,-6
Algeria,14/05/2010,1,0,0,0,16,0,0,17
Algeria,15/05/2010,0,0,0,0,0,0,0,0
Algeria,16/05/2010,0,0,0,0,-4,0,0,-4
Algeria,17/05/2010,0,0,0,0,7,0,0,7
Algeria,18/05/2010,1,0,0,0,12,0,0,13
Algeria,19/05/2010,1,0,0,0,9,0,0,10
Algeria,20/05/2010,2,0,0,0,0,0,0,2
Algeria,21/05/2010,5,0,0,0,0,1,0,6
Algeria,22/05/2010,0,0,0,0,0,1,0,1
Algeria,23/05/2010,5,0,0,0,-1,0,0,4
Algeria,24/05/2010,0,0,0,0,0,0,0,0
Algeria,25/05/2010,0,0,0,0,9,0,0,9
Algeria,26/05/2010,2,0,0,0,1,0,0,3
Algeria,27/05/2010,4,0,0,0,0,0,0,4
Algeria,28/05/2010,1,0,0,0,0,0,0,1
Algeria,29/05/2010,0,0,0,0,3,0,0,3
Algeria,30/05/2010,3,0,0,0,0,0,0,3
Algeria,31/05/2010,32,0,0,0,0,2,0,34
Bangladesh,01/05/2010,11,0,-3,0,2,0,0,10
Bangladesh,02/05/2010,18,0,0,0,4,0,0,22
Bangladesh,03/05/2010,28,0,-2,0,0,5,0,31
Bangladesh,04/05/2010,1,0,0,0,3,1,0,5
Bangladesh,05/05/2010,5,4,-4,0,21,1,0,27
Bangladesh,06/05/2010,0,0,0,0,-3,0,0,-3
Bangladesh,07/05/2010,3,0,0,0,0,0,0,3
Bangladesh,08/05/2010,0,0,0,0,0,0,0,0
Bangladesh,09/05/2010,-1,0,0,0,0,0,0,-1
Bangladesh,10/05/2010,4,0,0,0,12,0,0,16
Bangladesh,11/05/2010,6,0,0,0,1,0,0,7
Bangladesh,12/05/2010,3,0,0,0,0,0,0,3
Bangladesh,13/05/2010,4,0,0,0,0,0,0,4
Bangladesh,14/05/2010,0,0,0,0,0,0,0,0
Bangladesh,15/05/2010,2,0,0,0,-1,0,0,1
Bangladesh,16/05/2010,26,0,0,0,3,0,0,29
Bangladesh,17/05/2010,6,0,0,0,-1,0,0,5
Bangladesh,18/05/2010,-2,0,0,0,0,0,0,-2
Bangladesh,19/05/2010,3,0,0,0,3,0,0,6
Bangladesh,20/05/2010,6,0,0,0,0,0,0,6
Bangladesh,21/05/2010,2,0,0,0,0,0,0,2
Bangladesh,22/05/2010,3,0,0,0,0,0,0,3
Bangladesh,23/05/2010,2,0,0,0,0,1,0,3
Bangladesh,24/05/2010,1,0,0,0,2,0,0,3
Bangladesh,25/05/2010,2,0,0,0,-4,0,0,-2
Bangladesh,26/05/2010,2,0,0,0,-2,2,0,2
Bangladesh,27/05/2010,6,0,0,0,15,5,0,26
Bangladesh,28/05/2010,3,0,0,0,7,0,0,10
Bangladesh,29/05/2010,19,0,2,0,22,0,0,43
Bangladesh,30/05/2010,10,0,3,0,25,9,0,47
Bangladesh,31/05/2010,0,0,0,0,0,0,0,0
Cameroon,01/05/2010,3,0,0,0,0,0,0,3
Cameroon,02/05/2010,3,0,0,0,6,0,0,9
Cameroon,03/05/2010,0,0,0,0,0,0,0,0
Cameroon,04/05/2010,0,0,0,0,0,0,0,0
Cameroon,05/05/2010,0,0,0,0,0,0,0,0
Cameroon,09/05/2010,0,0,0,0,0,0,0,0
Cameroon,10/05/2010,2,0,0,0,0,0,0,2
Cameroon,17/05/2010,5,0,0,0,1,0,0,6
Cameroon,18/05/2010,0,0,0,0,0,0,0,0
Cameroon,19/05/2010,0,0,0,0,4,0,0,4
Cameroon,20/05/2010,0,0,0,0,6,0,0,6
Cameroon,21/05/2010,2,0,0,0,0,0,0,2
Cameroon,22/05/2010,2,0,0,0,3,0,0,5
Cameroon,25/05/2010,3,0,0,0,0,0,0,3
Cameroon,26/05/2010,0,0,0,0,0,0,0,0
Cameroon,28/05/2010,0,0,0,0,0,0,0,0
Cameroon,29/05/2010,0,0,0,0,0,0,0,0
China,01/05/2010,44,2,0,0,10,12,0,68
China,02/05/2010,92,0,-2,0,13,7,0,110
China,03/05/2010,55,2,-4,0,47,25,0,125
China,04/05/2010,32,0,0,0,47,7,0,86
China,05/05/2010,67,0,-2,0,39,22,0,126
China,06/05/2010,13,0,0,0,5,0,0,18
China,07/05/2010,12,0,0,0,15,0,0,27
China,08/05/2010,5,0,0,0,12,0,0,17
China,09/05/2010,-4,0,0,0,3,2,0,1
China,10/05/2010,12,0,1,0,-1,3,0,15
China,11/05/2010,43,0,-1,0,5,8,0,55
China,12/05/2010,58,4,0,0,4,20,0,86
China,13/05/2010,23,0,0,0,15,4,0,42
China,14/05/2010,37,0,0,0,14,3,0,54
China,15/05/2010,44,2,0,0,70,2,0,118
China,16/05/2010,8,0,0,0,21,1,0,30
China,17/05/2010,43,0,1,0,21,5,0,70
China,18/05/2010,50,0,0,0,32,8,0,90
China,19/05/2010,77,2,-1,0,27,3,0,108
China,20/05/2010,40,0,0,0,2,2,0,44
China,21/05/2010,14,0,-1,0,12,9,0,34
China,22/05/2010,51,2,3,0,24,4,0,84
China,23/05/2010,26,0,2,0,20,2,0,50
China,24/05/2010,5,0,1,0,17,2,0,25
China,25/05/2010,25,0,0,0,11,12,0,48
China,26/05/2010,82,0,0,0,15,5,0,102
China,27/05/2010,13,0,0,0,-1,4,0,16
China,28/05/2010,30,2,0,0,23,6,0,61
China,29/05/2010,69,0,0,0,-6,2,0,65
China,30/05/2010,70,0,0,0,16,0,0,86
China,31/05/2010,-8,0,0,0,6,4,0,2
Egypt,01/05/2010,54,0,0,0,10,4,0,68
Egypt,02/05/2010,56,0,0,0,4,6,0,66
Egypt,03/05/2010,29,0,-1,0,18,6,0,52
Egypt,04/05/2010,19,0,1,0,21,0,0,41
Egypt,05/05/2010,13,0,0,0,27,0,0,40
Egypt,06/05/2010,6,0,0,0,0,0,0,6
Egypt,07/05/2010,9,0,0,0,2,18,0,29
Egypt,08/05/2010,10,0,0,0,3,4,0,17
Egypt,09/05/2010,8,0,0,0,12,0,0,20
Egypt,10/05/2010,22,0,0,0,15,0,0,37
Egypt,11/05/2010,19,0,0,0,-2,0,0,17
Egypt,12/05/2010,12,0,0,0,-5,5,0,12
Egypt,13/05/2010,9,0,0,0,15,14,0,38
Egypt,14/05/2010,21,0,1,0,21,0,0,43
Egypt,15/05/2010,22,0,0,0,3,0,0,25
Egypt,16/05/2010,17,0,0,0,0,0,0,17
Egypt,17/05/2010,21,0,0,0,18,2,0,41
Egypt,18/05/2010,30,0,0,0,0,0,0,30
Egypt,19/05/2010,12,0,0,0,8,6,0,26
Egypt,20/05/2010,14,0,0,0,4,5,0,23
Egypt,21/05/2010,6,0,0,0,9,5,0,20
Egypt,22/05/2010,19,0,0,0,3,1,0,23
Egypt,23/05/2010,17,0,1,0,9,0,0,27
Egypt,24/05/2010,6,0,0,0,3,0,0,9
Egypt,25/05/2010,11,0,0,0,-5,1,0,7
Egypt,26/05/2010,17,2,-3,0,3,2,0,21
Egypt,27/05/2010,11,0,0,0,6,0,0,17
Egypt,28/05/2010,15,0,0,0,0,0,0,15
Egypt,29/05/2010,37,0,0,0,3,6,0,46
Egypt,30/05/2010,35,0,0,0,-2,3,0,36
Egypt,31/05/2010,62,0,-6,0,3,0,0,59
Eritrea,01/05/2010,0,0,0,0,3,0,0,3
Eritrea,02/05/2010,1,0,0,0,12,0,0,13
Eritrea,03/05/2010,0,0,0,0,22,2,0,24
Eritrea,04/05/2010,0,0,0,0,6,0,0,6
Eritrea,05/05/2010,4,0,0,0,15,0,0,19
Eritrea,08/05/2010,0,0,0,0,0,0,0,0
Eritrea,10/05/2010,-2,0,0,0,0,0,0,-2
Eritrea,11/05/2010,1,0,0,0,6,0,0,7
Eritrea,12/05/2010,0,8,0,0,0,0,0,8
Eritrea,13/05/2010,3,8,0,0,0,0,0,11
Eritrea,14/05/2010,0,0,0,0,0,0,0,0
Eritrea,15/05/2010,0,0,0,0,-8,0,0,-8
Eritrea,16/05/2010,6,0,0,0,0,0,0,6
Eritrea,18/05/2010,0,0,0,0,0,0,0,0
Eritrea,19/05/2010,-3,0,0,0,0,0,0,-3
Eritrea,20/05/2010,0,0,0,0,3,0,0,3
Eritrea,21/05/2010,0,0,0,0,0,0,0,0
Eritrea,22/05/2010,3,0,0,0,0,0,0,3
Eritrea,23/05/2010,20,0,0,0,3,2,0,25
Eritrea,24/05/2010,12,0,0,0,0,0,0,12
Eritrea,25/05/2010,0,0,0,0,0,0,0,0
Eritrea,26/05/2010,0,0,0,0,0,0,0,0
Eritrea,27/05/2010,3,0,0,0,0,0,0,3
Eritrea,28/05/2010,0,0,0,0,6,0,0,6
Eritrea,29/05/2010,0,0,0,0,0,0,0,0
Eritrea,30/05/2010,0,0,0,0,0,0,0,0
Eritrea,31/05/2010,1,0,0,0,0,0,0,1
Georgia,01/05/2010,13,0,0,0,4,1,0,18
Georgia,02/05/2010,6,0,0,0,3,0,0,9
Georgia,03/05/2010,23,0,3,0,17,3,0,46
Georgia,04/05/2010,10,2,0,0,0,0,0,12
Georgia,05/05/2010,1,0,0,0,13,2,0,16
Georgia,06/05/2010,0,0,0,0,0,0,0,0
Georgia,07/05/2010,7,0,0,0,6,0,0,13
Georgia,08/05/2010,3,0,0,0,0,0,0,3
Georgia,09/05/2010,3,0,0,0,0,1,0,4
Georgia,10/05/2010,2,0,0,0,0,0,0,2
Georgia,11/05/2010,1,0,0,0,6,1,0,8
Georgia,12/05/2010,8,4,0,0,9,3,0,24
Georgia,13/05/2010,14,0,1,0,-1,0,0,14
Georgia,14/05/2010,3,0,-4,0,-2,0,0,-3
Georgia,15/05/2010,1,0,0,0,-2,0,0,-1
Georgia,16/05/2010,0,0,0,0,0,0,0,0
Georgia,17/05/2010,3,0,0,0,0,0,0,3
Georgia,18/05/2010,6,0,0,0,9,0,0,15
Georgia,19/05/2010,6,0,0,0,4,4,0,14
Georgia,20/05/2010,0,0,0,0,0,0,0,0
Georgia,21/05/2010,5,0,0,0,3,2,0,10
Georgia,22/05/2010,34,0,0,0,4,1,0,39
Georgia,23/05/2010,2,0,0,0,0,0,0,2
Georgia,24/05/2010,0,0,0,0,1,0,0,1
Georgia,25/05/2010,-1,0,0,0,-1,0,0,-2
Georgia,26/05/2010,21,0,0,0,7,2,0,30
Georgia,27/05/2010,2,0,0,0,3,0,0,5
Georgia,28/05/2010,10,0,0,0,6,0,0,16
Georgia,29/05/2010,16,0,0,0,6,1,0,23
Georgia,30/05/2010,9,0,0,0,7,0,0,16
Georgia,31/05/2010,3,0,0,0,0,0,0,3
India,01/05/2010,48,0,-1,0,1,4,0,52
India,02/05/2010,55,0,1,0,7,5,0,68
India,03/05/2010,60,0,-4,0,15,3,0,74
India,04/05/2010,15,0,-2,0,2,1,0,16
India,05/05/2010,51,0,0,0,9,2,0,62
India,07/05/2010,2,0,-1,0,0,0,0,1
India,08/05/2010,28,2,0,0,0,1,0,31
India,09/05/2010,4,0,0,0,0,0,0,4
India,10/05/2010,23,0,0,0,12,0,0,35
India,11/05/2010,25,0,0,0,3,0,0,28
India,12/05/2010,13,0,0,0,-4,1,0,10
India,13/05/2010,4,0,0,0,6,2,0,12
India,14/05/2010,17,0,0,0,3,3,0,23
India,15/05/2010,23,0,0,0,10,3,0,36
India,16/05/2010,25,0,0,0,3,2,0,30
India,17/05/2010,28,2,-1,0,9,0,0,38
India,18/05/2010,51,0,-1,0,0,3,0,53
India,19/05/2010,41,0,-4,0,16,2,0,55
India,20/05/2010,6,0,0,0,-2,0,0,4
India,21/05/2010,21,0,-2,0,-4,1,0,16
India,22/05/2010,47,0,-1,0,13,1,0,60
India,23/05/2010,52,0,0,0,5,2,0,59
India,24/05/2010,6,0,-5,0,9,2,0,12
India,25/05/2010,15,0,-12,0,13,7,0,23
India,26/05/2010,36,0,0,0,3,0,0,39
India,27/05/2010,27,0,-1,0,13,2,0,41
India,28/05/2010,29,0,-2,0,-2,5,0,30
India,29/05/2010,45,0,0,0,4,5,0,54
India,30/05/2010,13,0,-3,0,1,0,0,11
India,31/05/2010,4,0,-4,0,6,6,0,12
Iran,01/05/2010,71,0,2,0,45,9,0,127
Iran,02/05/2010,75,2,1,0,34,8,0,120
Iran,03/05/2010,158,2,-2,0,45,11,0,214
Iran,04/05/2010,79,0,-3,0,36,14,0,126
Iran,05/05/2010,95,6,4,0,21,17,0,143
Iran,06/05/2010,7,0,0,0,1,0,0,8
Iran,07/05/2010,19,0,0,0,4,0,0,23
Iran,08/05/2010,27,0,0,0,21,0,0,48
Iran,09/05/2010,14,0,0,0,7,0,0,21
Iran,10/05/2010,54,4,0,0,22,0,0,80
Iran,11/05/2010,12,0,0,0,22,0,0,34
Iran,12/05/2010,37,0,0,0,15,5,0,57
Iran,13/05/2010,17,0,0,0,10,11,0,38
Iran,14/05/2010,16,0,0,0,16,0,0,32
Iran,15/05/2010,20,0,0,0,20,5,0,45
Iran,16/05/2010,3,0,0,0,9,4,0,16
Iran,17/05/2010,21,0,0,0,10,3,0,34
Iran,18/05/2010,19,0,-2,0,47,9,0,73
Iran,19/05/2010,126,0,0,0,81,22,0,229
Iran,20/05/2010,27,0,0,0,14,16,0,57
Iran,21/05/2010,10,2,0,0,14,6,0,32
Iran,22/05/2010,44,0,0,0,19,5,0,68
Iran,23/05/2010,52,0,0,0,-11,2,0,43
Iran,24/05/2010,11,0,0,0,6,0,0,17
Iran,25/05/2010,60,0,-2,0,15,3,0,76
Iran,26/05/2010,22,0,0,0,8,4,0,34
Iran,27/05/2010,12,0,0,0,-5,2,0,9
Iran,28/05/2010,23,0,-1,0,-4,2,0,20
Iran,29/05/2010,34,0,0,0,9,5,0,48
Iran,30/05/2010,31,0,0,0,1,1,0,33
Iran,31/05/2010,24,0,0,0,2,1,0,27
Iraq,01/05/2010,62,0,1,0,12,33,0,108
Iraq,02/05/2010,68,0,0,0,22,32,0,122
Iraq,03/05/2010,121,4,1,0,23,8,0,157
Iraq,04/05/2010,25,2,2,0,22,3,0,54
Iraq,05/05/2010,76,0,0,0,19,9,0,104
Iraq,06/05/2010,4,0,0,0,4,2,0,10
Iraq,07/05/2010,17,0,0,0,6,7,0,30
Iraq,08/05/2010,36,0,0,0,0,0,0,36
Iraq,09/05/2010,26,0,0,0,3,2,0,31
Iraq,10/05/2010,17,0,0,0,6,3,0,26
Iraq,11/05/2010,14,0,0,0,12,10,0,36
Iraq,12/05/2010,14,0,0,0,15,8,0,37
Iraq,13/05/2010,16,0,0,0,3,2,0,21
Iraq,14/05/2010,18,0,0,0,0,2,0,20
Iraq,15/05/2010,38,2,1,0,-3,2,0,40
Iraq,16/05/2010,11,0,0,0,1,0,0,12
Iraq,17/05/2010,21,0,0,0,3,4,0,28
Iraq,18/05/2010,17,0,0,0,11,3,0,31
Iraq,19/05/2010,44,0,0,0,49,0,0,93
Iraq,20/05/2010,87,0,0,0,0,3,0,90
Iraq,21/05/2010,50,0,0,0,9,0,0,59
Iraq,22/05/2010,111,0,2,0,40,2,0,155
Iraq,23/05/2010,34,0,0,0,37,4,0,75
Iraq,24/05/2010,35,0,0,0,16,6,0,57
Iraq,25/05/2010,104,0,0,0,23,10,0,137
Iraq,26/05/2010,107,0,0,0,-1,12,0,118
Iraq,27/05/2010,58,0,0,0,15,0,0,73
Iraq,28/05/2010,43,0,0,0,5,2,0,50
Iraq,29/05/2010,92,0,0,0,50,3,0,145
Iraq,30/05/2010,77,0,0,0,14,3,0,94
Iraq,31/05/2010,32,2,2,0,0,0,0,36
Morocco,01/05/2010,16,0,0,0,1,0,0,17
Morocco,02/05/2010,0,0,0,0,0,0,0,0
Morocco,03/05/2010,-5,0,0,0,1,2,0,-2
Morocco,04/05/2010,-1,0,0,0,0,1,0,0
Morocco,05/05/2010,6,0,0,0,0,0,0,6
Morocco,06/05/2010,0,0,0,0,0,0,0,0
Morocco,07/05/2010,0,0,0,0,3,0,0,3
Morocco,08/05/2010,0,0,0,0,0,0,0,0
Morocco,09/05/2010,-3,0,0,0,0,0,0,-3
Morocco,10/05/2010,0,0,0,0,0,0,0,0
Morocco,11/05/2010,16,0,0,0,6,0,0,22
Morocco,12/05/2010,1,0,0,0,0,0,0,1
Morocco,13/05/2010,0,0,0,0,0,0,0,0
Morocco,14/05/2010,0,0,0,0,0,0,0,0
Morocco,15/05/2010,3,0,0,0,3,0,0,6
Morocco,16/05/2010,11,0,0,0,12,0,0,23
Morocco,17/05/2010,14,0,0,0,3,0,0,17
Morocco,18/05/2010,2,0,0,0,15,0,0,17
Morocco,19/05/2010,0,0,0,0,6,0,0,6
Morocco,20/05/2010,2,0,0,0,9,0,0,11
Morocco,21/05/2010,0,0,0,0,3,0,0,3
Morocco,22/05/2010,0,0,0,0,0,0,0,0
Morocco,24/05/2010,0,0,0,0,0,0,0,0
Morocco,25/05/2010,3,0,0,0,3,1,0,7
Morocco,26/05/2010,0,0,0,0,9,1,0,10
Morocco,27/05/2010,2,0,0,0,0,0,0,2
Morocco,28/05/2010,8,0,-2,0,6,0,0,12
Morocco,29/05/2010,9,0,0,0,0,0,0,9
Morocco,30/05/2010,3,0,0,0,0,0,0,3
Morocco,31/05/2010,0,0,0,0,3,0,0,3
Nigeria,01/05/2010,10,0,0,0,10,1,0,21
Nigeria,02/05/2010,4,0,0,0,15,0,0,19
Nigeria,03/05/2010,29,0,0,0,40,4,0,73
Nigeria,04/05/2010,16,0,0,0,22,0,0,38
Nigeria,05/05/2010,34,0,-1,0,19,1,0,53
Nigeria,06/05/2010,3,0,0,0,0,0,0,3
Nigeria,07/05/2010,0,0,0,0,0,-2,0,-2
Nigeria,08/05/2010,0,0,0,0,0,0,0,0
Nigeria,09/05/2010,0,0,0,0,3,0,0,3
Nigeria,10/05/2010,8,0,-3,0,6,0,0,11
Nigeria,11/05/2010,7,0,0,0,4,2,0,13
Nigeria,12/05/2010,6,0,0,0,0,0,0,6
Nigeria,13/05/2010,4,0,0,0,-4,0,0,0
Nigeria,14/05/2010,6,0,0,0,6,0,0,12
Nigeria,15/05/2010,2,0,0,0,-2,0,0,0
Nigeria,16/05/2010,7,0,0,0,9,2,0,18
Nigeria,17/05/2010,2,0,1,0,3,0,0,6
Nigeria,18/05/2010,1,0,0,0,0,3,0,4
Nigeria,19/05/2010,9,0,0,0,2,1,0,12
Nigeria,20/05/2010,3,0,0,0,-2,0,0,1
Nigeria,21/05/2010,6,0,1,0,3,2,0,12
Nigeria,22/05/2010,6,0,0,0,-2,0,0,4
Nigeria,23/05/2010,17,0,-1,0,9,0,0,25
Nigeria,24/05/2010,0,0,0,0,0,0,0,0
Nigeria,25/05/2010,6,0,0,0,15,2,0,23
Nigeria,26/05/2010,5,2,0,0,3,0,0,10
Nigeria,27/05/2010,2,0,0,0,0,0,0,2
Nigeria,28/05/2010,1,0,0,0,1,0,0,2
Nigeria,29/05/2010,0,0,0,0,-2,1,0,-1
Nigeria,30/05/2010,1,0,0,0,1,1,0,3
Nigeria,31/05/2010,0,0,0,0,6,0,0,6
Pakistan,01/05/2010,45,0,-1,0,30,3,0,77
Pakistan,02/05/2010,146,0,1,0,27,4,0,178
Pakistan,03/05/2010,327,0,0,0,322,44,0,693
Pakistan,04/05/2010,184,0,2,0,78,11,0,275
Pakistan,05/05/2010,93,0,0,0,70,17,0,180
Pakistan,06/05/2010,41,0,0,0,16,0,0,57
Pakistan,07/05/2010,53,0,0,0,18,0,0,71
Pakistan,08/05/2010,35,0,0,0,12,8,0,55
Pakistan,09/05/2010,13,0,0,0,19,0,0,32
Pakistan,10/05/2010,88,0,0,0,10,19,0,117
Pakistan,11/05/2010,61,2,-2,0,30,8,0,99
Pakistan,12/05/2010,46,2,0,0,6,26,0,80
Pakistan,13/05/2010,14,0,0,0,8,12,0,34
Pakistan,14/05/2010,74,0,0,0,45,6,0,125
Pakistan,15/05/2010,47,0,0,0,15,4,0,66
Pakistan,16/05/2010,26,0,0,0,28,6,0,60
Pakistan,17/05/2010,61,0,0,0,4,8,0,73
Pakistan,18/05/2010,57,0,0,0,43,9,0,109
Pakistan,19/05/2010,97,0,3,0,68,29,0,197
Pakistan,20/05/2010,43,0,0,0,23,16,0,82
Pakistan,21/05/2010,74,0,-2,0,43,5,0,120
Pakistan,22/05/2010,75,0,0,0,59,11,0,145
Pakistan,23/05/2010,13,0,0,0,14,2,0,29
Pakistan,24/05/2010,27,0,1,0,10,10,0,48
Pakistan,25/05/2010,37,2,0,0,11,0,0,50
Pakistan,26/05/2010,73,0,0,0,27,6,0,106
Pakistan,27/05/2010,21,0,0,0,24,0,0,45
Pakistan,28/05/2010,31,0,0,0,48,3,0,82
Pakistan,29/05/2010,129,0,1,0,40,23,0,193
Pakistan,30/05/2010,45,0,0,0,38,11,0,94
Pakistan,31/05/2010,19,0,1,0,-3,0,0,17
Sierra Leone,01/05/2010,0,0,0,0,6,0,0,6
Sierra Leone,03/05/2010,0,0,0,0,0,0,0,0
Sierra Leone,04/05/2010,1,0,0,0,0,4,0,5
Sierra Leone,05/05/2010,0,0,0,0,9,0,0,9
Sierra Leone,07/05/2010,0,0,0,0,0,0,0,0
Sierra Leone,10/05/2010,28,0,0,0,0,0,0,28
Sierra Leone,11/05/2010,0,0,0,0,0,10,0,10
Sierra Leone,12/05/2010,0,0,0,0,0,2,0,2
Sierra Leone,13/05/2010,3,0,0,0,0,0,0,3
Sierra Leone,14/05/2010,0,0,0,0,0,0,0,0
Sierra Leone,17/05/2010,0,2,0,0,0,0,0,2
Sierra Leone,18/05/2010,0,0,0,0,0,0,0,0
Sierra Leone,19/05/2010,3,0,0,0,0,0,0,3
Sierra Leone,20/05/2010,1,0,0,0,0,0,0,1
Sierra Leone,21/05/2010,3,0,0,0,3,1,0,7
Sierra Leone,22/05/2010,2,0,0,0,0,0,0,2
Sierra Leone,23/05/2010,0,0,0,0,-1,0,0,-1
Sierra Leone,24/05/2010,0,0,0,0,0,0,0,0
Sierra Leone,25/05/2010,0,0,-6,0,0,4,0,-2
Sierra Leone,26/05/2010,1,0,0,0,0,0,0,1
Sierra Leone,27/05/2010,3,0,1,0,0,0,0,4
Sierra Leone,28/05/2010,4,0,0,0,9,0,0,13
Sierra Leone,31/05/2010,0,0,0,0,0,0,0,0
Somalia,01/05/2010,11,0,-1,0,39,3,0,52
Somalia,02/05/2010,42,2,0,0,19,3,0,66
Somalia,03/05/2010,32,0,0,0,21,5,0,58
Somalia,04/05/2010,6,0,0,0,7,0,0,13
Somalia,05/05/2010,66,0,0,0,11,0,0,77
Somalia,06/05/2010,45,0,0,0,-14,0,0,31
Somalia,07/05/2010,13,0,0,0,0,0,0,13
Somalia,08/05/2010,6,0,0,0,24,0,0,30
Somalia,09/05/2010,14,0,0,0,15,0,0,29
Somalia,10/05/2010,12,2,0,0,15,4,0,33
Somalia,11/05/2010,0,0,0,0,11,6,0,17
Somalia,12/05/2010,29,0,0,0,11,0,0,40
Somalia,13/05/2010,7,0,0,0,-9,0,0,-2
Somalia,14/05/2010,5,0,-2,0,-8,4,0,-1
Somalia,15/05/2010,8,0,0,0,-4,2,0,6
Somalia,16/05/2010,5,0,0,0,21,0,0,26
Somalia,17/05/2010,14,0,0,0,-3,0,0,11
Somalia,18/05/2010,12,0,0,0,20,0,0,32
Somalia,19/05/2010,52,0,0,0,5,4,0,61
Somalia,20/05/2010,5,0,0,0,0,0,0,5
Somalia,21/05/2010,22,0,0,0,41,0,0,63
Somalia,22/05/2010,34,4,0,0,4,2,0,44
Somalia,23/05/2010,25,0,0,0,-6,4,0,23
Somalia,24/05/2010,4,2,0,0,-1,0,0,5
Somalia,25/05/2010,29,0,0,0,12,1,0,42
Somalia,26/05/2010,6,0,0,0,12,2,0,20
Somalia,27/05/2010,17,0,0,0,-3,0,0,14
Somalia,28/05/2010,26,0,0,0,0,0,0,26
