MSE Ensemble,RMSE Ensemble,MAE Ensemble,MDAE Ensemble,MAPE Ensemble,MSE XGBoost,RMSE XGBoost,MAE XGBoost,MDAE XGBoost,MAPE XGBoost,MSE LSTM,RMSE LSTM,MAE LSTM,MDAE LSTM,MAPE LSTM,MSE NN,RMSE NN,MAE NN,MDAE NN,MAPE NN
320287.0,1497.0,1497.0,1497.0,5.0,289962.0,1252.0,1252.0,1252.0,2.0,445831.0,1725.0,1725.0,1725.0,6.0,948256.0,1872.0,1872.0,1872.0,5.0
